week,CITY,precipitation_avg,precipitation_max
201203,Areal,3.1509,12.1689
201203,Armação Dos Búzios,1.9683,9.3118
201203,Arraial Do Cabo,1.9583,9.2242
201203,Barra Do Piraí,3.4311,13.2928
201203,Barra Mansa,3.5888,13.9347
201203,Belford Roxo,2.8277,12.0474
201203,Bom Jardim,2.9163,11.2636
201203,Bom Jesus Do Itabapoana,2.1124,9.8336
201203,Cabo Frio,1.978,9.2979
201203,Cachoeiras De Macacu,2.4624,10.4682
201203,Cambuci,1.9947,9.69
201203,Campos Dos Goytacazes,1.9845,9.2573
201203,Cantagalo,2.6564,10.8855
201203,Carapebus,1.9734,9.4063
201203,Cardoso Moreira,1.9804,9.464
201203,Carmo,2.7351,11.1917
201203,Casimiro De Abreu,2.1069,9.7701
201203,Comendador Levy Gasparian,2.9755,12.008
201203,Conceição De Macabu,2.0468,9.6017
201203,Cordeiro,2.7766,11.0638
201203,Duas Barras,2.9411,11.3991
201203,Duque De Caxias,2.7552,11.7675
201203,Engenheiro Paulo De Frontin,3.6096,13.4455
201203,Guapimirim,2.5936,11.0188
201203,Iguaba Grande,2.0845,9.5648
201203,Itaboraí,2.4856,10.5053
201203,Itaguaí,2.9384,12.3276
201203,Italva,2.0024,9.5752
201203,Itaocara,2.0783,9.8879
201203,Itaperuna,2.1568,9.9935
201203,Itatiaia,3.6692,14.0326
201203,Japeri,2.9432,12.3072
201203,Laje Do Muriaé,2.3458,10.4292
201203,Macaé,1.9766,9.3742
201203,Macuco,2.432,10.4555
201203,Magé,2.5963,11.0547
201203,Mangaratiba,3.1064,13.1202
201203,Maricá,2.3963,10.1861
201203,Mendes,3.525,13.3394
201203,Mesquita,2.8426,12.0918
201203,Miguel Pereira,3.6884,13.4461
201203,Miracema,2.2557,10.2896
201203,Natividade,2.2911,10.286
201203,Nilópolis,2.8221,12.0561
201203,Niterói,2.6587,10.9274
201203,Nova Friburgo,3.2933,11.8565
201203,Nova Iguaçu,2.8695,12.1415
201203,Paracambi,2.9949,12.4527
201203,Paraíba Do Sul,3.0265,12.1559
201203,Paraty,3.4398,14.3984
201203,Paty Do Alferes,3.5962,13.2532
201203,Petrópolis,3.8025,13.3734
201203,Pinheiral,3.5131,13.6954
201203,Piraí,3.5068,13.611
201203,Porciúncula,2.3322,10.3947
201203,Porto Real,3.5639,13.7334
201203,Quatis,3.578,13.7473
201203,Queimados,2.906,12.1951
201203,Quissamã,1.9628,9.3936
201203,Resende,3.6056,13.7721
201203,Rio Bonito,2.3912,10.1956
201203,Rio Claro,3.7206,14.3102
201203,Rio Das Flores,3.5203,13.1427
201203,Rio Das Ostras,2.0006,9.4372
201203,Rio De Janeiro,2.6249,11.2093
201203,Santa Maria Madalena,3.1072,11.4481
201203,Santo Antônio De Pádua,2.2143,10.1918
201203,São Fidélis,1.9802,9.5268
201203,São Francisco De Itabapoana,1.9855,9.4045
201203,São Gonçalo,2.5498,10.7687
201203,São João Da Barra,1.9723,9.4036
201203,São João De Meriti,2.7938,11.9504
201203,São José De Ubá,2.1922,10.0616
201203,São José Do Vale Do Rio Preto,3.2201,12.0988
201203,São Pedro Da Aldeia,2.0228,9.4198
201203,São Sebastião Do Alto,2.8259,11.051
201203,Sapucaia,2.6894,11.2778
201203,Saquarema,2.2402,9.7519
201203,Seropédica,2.9533,12.2862
201203,Silva Jardim,2.211,10.0423
201203,Sumidouro,2.7521,11.1807
201203,Tanguá,2.3888,10.2102
201203,Teresópolis,3.7318,12.8997
201203,Trajano De Moraes,2.8747,11.0546
201203,Três Rios,2.9425,11.9557
201203,Valença,3.5932,13.3442
201203,Varre-Sai,3.1074,11.608
201203,Vassouras,3.4682,13.1484
201203,Volta Redonda,3.5418,13.8027
201204,Angra Dos Reis,3.2739,13.8127
201204,Aperibé,2.0896,9.933
201204,Araruama,2.1605,9.6863
201204,Areal,3.1509,12.1689
201204,Armação Dos Búzios,1.9683,9.3118
201204,Arraial Do Cabo,1.9583,9.2242
201204,Barra Do Piraí,3.4311,13.2928
201204,Barra Mansa,3.5888,13.9347
201204,Belford Roxo,2.8277,12.0474
201204,Bom Jardim,2.9163,11.2636
201204,Bom Jesus Do Itabapoana,2.1124,9.8336
201204,Cabo Frio,1.978,9.2979
201204,Cachoeiras De Macacu,2.4624,10.4682
201204,Cambuci,1.9947,9.69
201204,Campos Dos Goytacazes,1.9845,9.2573
201204,Cantagalo,2.6564,10.8855
201204,Carapebus,1.9734,9.4063
201204,Cardoso Moreira,1.9804,9.464
201204,Carmo,2.7351,11.1917
201204,Casimiro De Abreu,2.1069,9.7701
201204,Comendador Levy Gasparian,2.9755,12.008
201204,Conceição De Macabu,2.0468,9.6017
201204,Cordeiro,2.7766,11.0638
201204,Duas Barras,2.9411,11.3991
201204,Duque De Caxias,2.7552,11.7675
201204,Engenheiro Paulo De Frontin,3.6096,13.4455
201204,Guapimirim,2.5936,11.0188
201204,Iguaba Grande,2.0845,9.5648
201204,Itaboraí,2.4856,10.5053
201204,Itaguaí,2.9384,12.3276
201204,Italva,2.0024,9.5752
201204,Itaocara,2.0783,9.8879
201204,Itaperuna,2.1568,9.9935
201204,Itatiaia,3.6692,14.0326
201204,Japeri,2.9432,12.3072
201204,Laje Do Muriaé,2.3458,10.4292
201204,Macaé,1.9766,9.3742
201204,Macuco,2.432,10.4555
201204,Magé,2.5963,11.0547
201204,Mangaratiba,3.1064,13.1202
201204,Maricá,2.3963,10.1861
201204,Mendes,3.525,13.3394
201204,Mesquita,2.8426,12.0918
201204,Miguel Pereira,3.6884,13.4461
201204,Miracema,2.2557,10.2896
201204,Natividade,2.2911,10.286
201204,Nilópolis,2.8221,12.0561
201204,Niterói,2.6587,10.9274
201204,Nova Friburgo,3.2933,11.8565
201204,Nova Iguaçu,2.8695,12.1415
201204,Paracambi,2.9949,12.4527
201204,Paraíba Do Sul,3.0265,12.1559
201204,Paraty,3.4398,14.3984
201204,Paty Do Alferes,3.5962,13.2532
201204,Petrópolis,3.8025,13.3734
201204,Pinheiral,3.5131,13.6954
201204,Piraí,3.5068,13.611
201204,Porciúncula,2.3322,10.3947
201204,Porto Real,3.5639,13.7334
201204,Quatis,3.578,13.7473
201204,Queimados,2.906,12.1951
201204,Quissamã,1.9628,9.3936
201204,Resende,3.6056,13.7721
201204,Rio Bonito,2.3912,10.1956
201204,Rio Claro,3.7206,14.3102
201204,Rio Das Flores,3.5203,13.1427
201204,Rio Das Ostras,2.0006,9.4372
201204,Rio De Janeiro,2.6249,11.2093
201204,Santa Maria Madalena,3.1072,11.4481
201204,Santo Antônio De Pádua,2.2143,10.1918
201204,São Fidélis,1.9802,9.5268
201204,São Francisco De Itabapoana,1.9855,9.4045
201204,São Gonçalo,2.5498,10.7687
201204,São João Da Barra,1.9723,9.4036
201204,São João De Meriti,2.7938,11.9504
201204,São José De Ubá,2.1922,10.0616
201204,São José Do Vale Do Rio Preto,3.2201,12.0988
201204,São Pedro Da Aldeia,2.0228,9.4198
201204,São Sebastião Do Alto,2.8259,11.051
201204,Sapucaia,2.6894,11.2778
201204,Saquarema,2.2402,9.7519
201204,Seropédica,2.9533,12.2862
201204,Silva Jardim,2.211,10.0423
201204,Sumidouro,2.7521,11.1807
201204,Tanguá,2.3888,10.2102
201204,Teresópolis,3.7318,12.8997
201204,Trajano De Moraes,2.8747,11.0546
201204,Três Rios,2.9425,11.9557
201204,Valença,3.5932,13.3442
201204,Varre-Sai,3.1074,11.608
201204,Vassouras,3.4682,13.1484
201204,Volta Redonda,3.5418,13.8027
201205,Angra Dos Reis,0.5198,2.0437
201205,Aperibé,0.5386,2.115
201205,Araruama,0.5213,2.0492
201205,Areal,0.6622,2.585
201205,Armação Dos Búzios,0.5209,2.0478
201205,Arraial Do Cabo,0.5202,2.0452
201205,Barra Do Piraí,0.6336,2.4764
201205,Barra Mansa,0.6433,2.5131
201205,Belford Roxo,0.5231,2.0563
201205,Bom Jardim,0.7072,2.756
201205,Bom Jesus Do Itabapoana,0.5465,2.1452
201205,Cabo Frio,0.5209,2.0477
201205,Cachoeiras De Macacu,0.5677,2.2258
201205,Cambuci,0.5313,2.0871
201205,Campos Dos Goytacazes,0.5215,2.0501
201205,Cantagalo,0.6463,2.5245
201205,Carapebus,0.5222,2.0528
201205,Cardoso Moreira,0.5243,2.0606
201205,Carmo,0.6291,2.4591
201205,Casimiro De Abreu,0.5246,2.0619
201205,Comendador Levy Gasparian,0.617,2.4132
201205,Conceição De Macabu,0.5374,2.1106
201205,Cordeiro,0.6766,2.6399
201205,Duas Barras,0.6988,2.7243
201205,Duque De Caxias,0.5209,2.0478
201205,Engenheiro Paulo De Frontin,0.6881,2.6833
201205,Guapimirim,0.5296,2.0808
201205,Iguaba Grande,0.5196,2.043
201205,Itaboraí,0.5306,2.0846
201205,Itaguaí,0.5198,2.0437
201205,Italva,0.5287,2.0773
201205,Itaocara,0.5386,2.1153
201205,Itaperuna,0.5544,2.1753
201205,Itatiaia,0.6495,2.5365
201205,Japeri,0.528,2.0746
201205,Laje Do Muriaé,0.5863,2.2966
201205,Macaé,0.5198,2.0435
201205,Macuco,0.6047,2.3664
201205,Magé,0.5199,2.044
201205,Mangaratiba,0.5196,2.0428
201205,Maricá,0.5198,2.0436
201205,Mendes,0.6642,2.5927
201205,Mesquita,0.524,2.0597
201205,Miguel Pereira,0.7244,2.8216
201205,Miracema,0.5653,2.2164
201205,Natividade,0.5764,2.2587
201205,Nilópolis,0.5235,2.0578
201205,Niterói,0.5552,2.1783
201205,Nova Friburgo,0.7925,3.0805
201205,Nova Iguaçu,0.5282,2.0756
201205,Paracambi,0.5353,2.1026
201205,Paraíba Do Sul,0.6103,2.3876
201205,Paraty,0.5183,2.0379
201205,Paty Do Alferes,0.7081,2.7595
201205,Petrópolis,0.7839,3.0477
201205,Pinheiral,0.6375,2.4912
201205,Piraí,0.641,2.5044
201205,Porciúncula,0.5801,2.2729
201205,Porto Real,0.6419,2.5077
201205,Quatis,0.6479,2.5306
201205,Queimados,0.528,2.0749
201205,Quissamã,0.5203,2.0454
201205,Resende,0.6462,2.524
201205,Rio Bonito,0.5399,2.12
201205,Rio Claro,0.6646,2.5941
201205,Rio Das Flores,0.6941,2.7063
201205,Rio Das Ostras,0.5203,2.0454
201205,Rio De Janeiro,0.5212,2.0488
201205,Santa Maria Madalena,0.7935,3.0843
201205,Santo Antônio De Pádua,0.5601,2.197
201205,São Fidélis,0.5274,2.0723
201205,São Francisco De Itabapoana,0.5231,2.0562
201205,São Gonçalo,0.5259,2.0666
201205,São João Da Barra,0.52,2.0443
201205,São João De Meriti,0.5224,2.0534
201205,São José De Ubá,0.568,2.2267
201205,São José Do Vale Do Rio Preto,0.7137,2.7808
201205,São Pedro Da Aldeia,0.5208,2.0474
201205,São Sebastião Do Alto,0.7149,2.7855
201205,Sapucaia,0.5864,2.2967
201205,Saquarema,0.5192,2.0414
201205,Seropédica,0.5307,2.0849
201205,Silva Jardim,0.5221,2.0522
201205,Sumidouro,0.6325,2.472
201205,Tanguá,0.5268,2.0702
201205,Teresópolis,0.8168,3.1728
201205,Trajano De Moraes,0.7313,2.8476
201205,Três Rios,0.6055,2.3693
201205,Valença,0.6944,2.7074
201205,Varre-Sai,0.777,3.0215
201205,Vassouras,0.6575,2.5672
201205,Volta Redonda,0.6386,2.4953
201206,Angra Dos Reis,3.8236,26.0474
201206,Aperibé,0.1464,0.8942
201206,Araruama,0.0658,0.4366
201206,Areal,1.3858,9.1862
201206,Armação Dos Búzios,0.026,0.2168
201206,Arraial Do Cabo,0.0608,0.4806
201206,Barra Do Piraí,3.0555,19.9099
201206,Barra Mansa,2.0434,12.6252
201206,Belford Roxo,1.5093,10.62
201206,Bom Jardim,0.3988,2.2816
201206,Bom Jesus Do Itabapoana,0.0728,0.3276
201206,Cabo Frio,0.0475,0.3675
201206,Cachoeiras De Macacu,0.406,2.4735
201206,Cambuci,0.0,0.0
201206,Campos Dos Goytacazes,0.0,0.0
201206,Cantagalo,0.3872,2.2865
201206,Carapebus,0.0,0.0
201206,Cardoso Moreira,0.0,0.0
201206,Carmo,0.6837,4.2182
201206,Casimiro De Abreu,0.1361,0.8255
201206,Comendador Levy Gasparian,1.8048,11.804
201206,Conceição De Macabu,0.0354,0.2015
201206,Cordeiro,0.3738,2.1644
