geocode,week,actual,XGBoost,SVR,RF,CatBoost,LightGBM,ensemble_pred
3300100,202201,0,2.9101033,2.066374456191138,5.067478791547006,10.409838936263808,3.12628061495456,2.670180073667712
3300100,202202,0,2.5647647,2.9730839878117177,4.591199486953959,10.06784321625378,5.210511795147927,3.09477964802867
3300100,202203,0,2.1707535,1.6952293555320657,6.823079106822343,9.685728522242515,2.321482814671924,1.9113830899074191
3300100,202204,1,2.1296756,1.8985481151898904,1.9426464620341877,9.913815848438457,2.074477718987385,1.2690539029920775
3300100,202205,0,1.9441102,1.547648474850932,1.8871137778143436,9.169404745232589,2.257327185266245,1.3555256060526302
3300100,202206,0,3.8213422,1.4807555983346503,2.500888228946135,10.029274150885891,2.670187382456966,3.302902917147714
3300100,202207,0,3.7007732,0.2864495174370599,4.80421445176143,10.65568939111639,2.140528696371547,3.3846032886051303
3300100,202208,1,3.7475297,0.8492660896714217,1.7888683609063492,11.85091851572352,1.8706283777122188,2.7631487525130773
3300100,202209,5,3.6045709,1.0591316800640207,1.72274863156152,13.718886128630745,1.7501479130874775,2.3013221335788785
3300100,202210,0,3.7067704,0.8506336456612598,2.6881238888655608,12.05257457635001,2.5350653828233867,3.095988794108124
3300100,202211,3,5.895516,4.304587526298823,5.613486709816354,10.36673265907738,5.482984519698814,6.058923879238423
3300100,202212,0,5.1740003,0.0,4.548929297228145,7.817868968612134,3.4764192330779977,5.789463041001246
3300100,202213,12,4.626497,2.167741733557365,3.313782468793995,8.170757261459746,3.451654448496427,4.522296119092715
3300100,202214,29,3.9559598,0.0,2.599533848341149,7.437378230076577,2.7958015884850944,4.191548442254922
3300100,202215,41,10.993677,10.972205866999175,10.698156677755346,11.438736195002702,9.396037908178643,11.226219461887109
3300100,202216,49,27.729834,26.69335057728688,18.47687540589016,20.310694269056032,19.351199282002604,27.170977871870978
3300100,202217,78,32.39483,35.459331969618454,37.92276462487251,34.00203694880704,46.014484267919016,42.09194985469543
3300100,202218,59,35.516495,40.40931158681354,37.17946756346578,38.77771717704548,36.538979426582,38.53551158946014
3300100,202219,31,55.2428,68.38501170186912,43.35722935496681,48.40163495981543,48.67466516649068,54.76607105818687
3300100,202220,17,39.956127,43.46570156942996,31.761948960909137,46.375305609313294,36.54987680527788,40.61137940021321
3300100,202221,23,26.639175,18.54883153222205,22.09318692760146,34.67712334164792,23.19384659313849,28.948984614364235
3300100,202222,11,15.814499,9.441630834984824,13.743564558479948,18.35135215375028,14.200452689365328,18.005902299945735
3300100,202223,8,20.241053,18.023116092244813,15.059641889290278,13.991470511274912,17.466033870271442,21.986076201025067
3300100,202224,9,10.772709,4.677900049780458,11.06375950748868,10.798064735131394,10.786545634232764,13.519762554280106
3300100,202225,6,8.219357,4.100926366168876,8.108082247261931,6.662589984407563,6.504699866818687,9.416585663300188
3300100,202226,4,7.2990985,5.781396441728833,7.644650548218644,7.725902612597242,6.776204468960156,8.059415902745044
3300100,202227,7,5.90644,2.942436404820254,7.635461400841558,5.719745525306879,5.926713069617755,7.336179330692774
3300100,202228,3,3.9804227,1.544114784889556,6.0002006181447,5.351844723115835,6.9017185009314765,6.274954920826715
3300100,202229,1,4.416552,5.135540235578041,5.18206644929577,5.553485224979849,4.56142076101656,4.482997831869363
3300100,202230,4,3.4587972,0.4333297700365877,4.7527195347757925,4.394929376328761,3.933446636524266,4.662316261438312
3300100,202231,1,1.5525483,0.0,1.7231716494782456,3.659093580981668,2.767722780139991,2.249707138815493
3300100,202232,2,2.4334545,3.5693231184384238,3.505459449893217,5.033796674527933,3.203821438493048,2.3054909869755993
3300100,202233,1,1.5034366,0.0,2.6774984677251417,3.798929439025536,3.0027135386442545,2.379848823579133
3300100,202234,3,1.3502004,1.6048279518364306,2.0185956892006747,3.8320603906727033,2.9754070858386754,1.7219140688794514
3300100,202235,1,1.2336735,0.3116089559073415,1.5407553987250089,3.765381911061223,2.6617500635576974,1.7847885925138347
3300100,202236,1,1.9054426,3.868468301431571,2.707995998814761,6.062516758295472,3.339890630785621,1.61039093948009
3300100,202237,1,1.582303,1.1282096203849787,3.381110755144657,4.918409181428504,3.1681039963288846,2.158342504945206
3300100,202238,4,0.9570725,1.5948448376794029,1.756062415119749,4.799684965359467,2.3997394641034973,0.9480678759117562
3300100,202239,3,0.9999209,1.491651103342725,2.8037335720644148,5.232978571379341,2.4041954655572155,1.058095313764794
3300100,202240,6,2.8190436,5.812856880647428,13.22811550114648,8.644977265195829,4.820719261465904,3.236681086542039
3300100,202241,3,3.3833692,4.299683362880232,8.218507834144914,10.68132299428242,6.6434646617842255,4.424905229584144
3300100,202242,3,5.365185,7.654870150176849,14.146645451402309,13.255506331660635,8.036469467713326,6.251282666676976
3300100,202243,3,5.456412,3.865020786939655,8.824619582271085,11.940968618165172,7.129106682260071,6.648988317366715
3300100,202244,6,3.344673,4.064110743674688,8.308446064382613,8.883754052308953,4.355078579047227,3.5578291108957676
3300100,202245,2,3.3340046,4.716372168668872,6.163002603930241,10.05280873193511,4.41820306354818,3.092464587569059
3300100,202246,7,5.492508,7.88696443219559,8.227588695700732,11.055310366525202,7.254442516259596,5.68414814519106
3300100,202247,1,4.929633,3.405931484331423,5.434860200550762,11.732285116174594,5.876139502013089,5.417511611880637
3300100,202248,0,6.2906303,9.196000438219952,6.097545177791257,11.932688222428272,7.603655911024813,5.973338805417153
3300100,202249,0,4.6477375,2.070257781134574,5.5694612269149895,10.261536521128653,5.99259905242905,5.747770338765874
3300100,202250,6,2.1946034,2.1680722772651877,6.696432079343275,8.032216055613333,3.0251068420466467,2.3135937645702764
3300159,202201,0,1.6791258,3.4188818495699755,0.9431650726305176,3.5344914522215247,0.5886920841266274,0.3292916860875805
3300159,202202,0,1.1275165,2.2349135811558494,0.7579859561344174,1.158820488481887,0.3157122102760716,0.24868543499364626
3300159,202203,4,0.9587895,2.4078065965706053,0.2978729630884211,0.3790867880896119,0.0081613144717174,-0.05856297602924776
3300159,202204,5,0.9161772,2.5210370805688687,0.3449975549661779,0.4868778292407583,0.0,-0.1418986122920627
3300159,202205,5,2.3915734,5.243450498313666,3.057577890306411,7.218166419968044,3.5475686916224234,1.6929435125587293
3300159,202206,3,4.531752,3.908392280486706,4.194557659667748,7.907280414292924,3.4897234697592943,4.073664989160225
3300159,202207,13,4.594438,3.7398360195342666,4.500848177219186,8.23635154228791,4.069465777544391,4.4472645758241605
3300159,202208,17,4.216913,2.8653686328008043,4.844760442257196,7.673596957090917,3.879799437236521,4.330346676466192
3300159,202209,47,13.35554,10.945520720681843,24.12079255667953,23.95508181044352,17.02201422181007,16.86651534700945
3300159,202210,31,20.149069,10.55488211506813,27.948520671542877,29.06201220838007,23.19132224471163,26.116636170197868
3300159,202211,32,36.426746,31.39539941627217,62.15746439831155,39.14835480744674,30.547433032571377,41.02096532385421
3300159,202212,56,20.6024,13.542069069201135,29.381174810050467,33.98675496755796,14.405180133714024,21.07374312355272
3300159,202213,35,21.738186,17.29958907917337,36.55446424859679,30.980464295592515,1.9799649460951263,16.060991512847764
3300159,202214,32,28.834354,33.653722739851275,31.14895369476572,29.586244421271616,6.822811961164707,20.30075851162816
3300159,202215,26,18.041147,13.957404143404778,25.428610785068404,37.97341024248929,14.024237654972454,17.5899242530646
3300159,202216,20,22.185839,15.767625773237478,24.46294786459792,36.512923771802846,20.603516814794013,24.253897492881563
3300159,202217,16,15.857932,11.73688127521467,25.362199996048435,26.560124941060177,11.760118212181297,16.299158481670414
3300159,202218,11,14.35736,8.076581685204756,20.78109973162073,18.273604592650585,10.159929761924014,15.651879141549745
3300159,202219,6,8.620972,6.054774623676466,13.183744364901074,12.699607901720569,5.31782806093765,8.443006767605914
