week,precipitation_max,precipitation_avg,city,state
201341,2.3848629804821844,0.442931075082188,Angra Dos Reis,RJ
201342,9.409612227565825,3.2368527089835304,Angra Dos Reis,RJ
201343,6.162113471415286,1.1303983892084088,Angra Dos Reis,RJ
201344,2.5985329795188346,0.5922365363811555,Angra Dos Reis,RJ
201345,4.76283615577859,1.3586502067769954,Angra Dos Reis,RJ
201346,5.315305626086891,0.8204920650896067,Angra Dos Reis,RJ
201347,19.069846638359458,5.2148397922021275,Angra Dos Reis,RJ
201348,12.34853744020378,3.4923267656002093,Angra Dos Reis,RJ
201349,12.21040369016094,2.8323721244144,Angra Dos Reis,RJ
201350,9.293408151098122,2.2610380327503905,Angra Dos Reis,RJ
201351,0.8634206749560671,-0.04491537985303862,Angra Dos Reis,RJ
201352,1.638602169658258,0.4920210889926019,Angra Dos Reis,RJ
201401,26.63309573518844,5.770469146254294,Angra Dos Reis,RJ
201402,3.770145597473479,0.9325410946968652,Angra Dos Reis,RJ
201403,30.346035861643998,6.626603424895909,Angra Dos Reis,RJ
201404,3.7933026206586002,0.6253686685258399,Angra Dos Reis,RJ
201405,0.01025539342992592,0.001432159436959553,Angra Dos Reis,RJ
201406,0.10288369869496158,0.014700761760859464,Angra Dos Reis,RJ
201407,30.3658244560718,4.45173749009462,Angra Dos Reis,RJ
201408,12.658343534516298,3.4947736934749996,Angra Dos Reis,RJ
201409,6.553087421971507,1.2197981501266049,Angra Dos Reis,RJ
201410,32.310334589233186,7.012226338908972,Angra Dos Reis,RJ
201411,2.3960098083479013,0.3594556616584274,Angra Dos Reis,RJ
201412,8.964767134660661,2.091564086966991,Angra Dos Reis,RJ
201413,10.939579259790891,1.9388850497721308,Angra Dos Reis,RJ
201414,8.591674882434663,1.7922451338596264,Angra Dos Reis,RJ
201415,-0.8591513798412069,-0.13267179844250132,Angra Dos Reis,RJ
201416,5.872729327682746,1.9772963645054613,Angra Dos Reis,RJ
201417,11.253475505250753,2.236339453462724,Angra Dos Reis,RJ
201418,5.317594263107126,1.0860609774375263,Angra Dos Reis,RJ
201419,5.692135095044486,0.9956051644581271,Angra Dos Reis,RJ
201420,2.9546217296582094,0.48127004338052853,Angra Dos Reis,RJ
201421,9.196558620453292,1.4701442480407443,Angra Dos Reis,RJ
201422,5.536867587797576,1.1145997293015717,Angra Dos Reis,RJ
201423,2.7521985586848894,0.5109810635258186,Angra Dos Reis,RJ
201424,5.257560696418158,0.9046987488541418,Angra Dos Reis,RJ
201425,4.99481056039286,1.0660506015058404,Angra Dos Reis,RJ
201426,2.4545717710434447,0.3980668525694867,Angra Dos Reis,RJ
201427,2.4600233755812804,0.40394198912627616,Angra Dos Reis,RJ
201428,14.849602744523498,4.026615619627957,Angra Dos Reis,RJ
201429,1.9784914418730581,0.43645368780144395,Angra Dos Reis,RJ
201430,1.8753744190014745,0.5095634583771396,Angra Dos Reis,RJ
201431,5.357202871708394,1.1822993358882155,Angra Dos Reis,RJ
201432,1.8571857554846083,0.3501456574339054,Angra Dos Reis,RJ
201433,4.288132677082554,0.8051389336121535,Angra Dos Reis,RJ
201434,1.4220623070935265,0.21868393543258552,Angra Dos Reis,RJ
201435,2.918981916934688,0.45514834486492817,Angra Dos Reis,RJ
201436,4.240219020477622,1.1308256600247124,Angra Dos Reis,RJ
201437,0.008850036239100724,-0.0020679336586197153,Angra Dos Reis,RJ
201438,4.498665319813098,0.7895845053187418,Angra Dos Reis,RJ
201439,5.891038018870022,1.3085929495763007,Angra Dos Reis,RJ
201440,11.250856437859657,2.2375969726192295,Angra Dos Reis,RJ
201441,-0.03863274647667157,-0.017036559959669878,Angra Dos Reis,RJ
201442,0.24340504828895104,0.03161375672939737,Angra Dos Reis,RJ
201443,6.628678570244881,1.7138559220062528,Angra Dos Reis,RJ
201444,17.851620218839585,3.254662098482641,Angra Dos Reis,RJ
201445,4.998384034219919,0.9258047819448163,Angra Dos Reis,RJ
201446,11.822060531800517,3.4552333269802062,Angra Dos Reis,RJ
201447,6.1930045901386865,0.9820364430605526,Angra Dos Reis,RJ
201448,9.003456347694293,2.502013285997646,Angra Dos Reis,RJ
201449,11.005620655974745,2.0001119397454916,Angra Dos Reis,RJ
201450,6.838997979654603,1.2465724556497149,Angra Dos Reis,RJ
201451,2.0257861006158366,0.4922366220736785,Angra Dos Reis,RJ
201452,6.909808850223747,1.7153191575293794,Angra Dos Reis,RJ
201453,16.221098839300712,2.898096949372715,Angra Dos Reis,RJ
201501,22.219941270772026,4.622276920476717,Angra Dos Reis,RJ
201502,0.009238653582755975,-8.788099989081479e-06,Angra Dos Reis,RJ
201503,12.656052058073282,2.7240681960754545,Angra Dos Reis,RJ
201504,29.095938302386983,6.0462487855868146,Angra Dos Reis,RJ
201505,16.003115420023878,6.618296089870722,Angra Dos Reis,RJ
201506,6.5091912470938045,2.1557632011299126,Angra Dos Reis,RJ
201507,30.75548638888837,6.012052519396132,Angra Dos Reis,RJ
201508,7.999834874141784,1.9775842220165987,Angra Dos Reis,RJ
201509,8.319207175079374,2.0459022850198445,Angra Dos Reis,RJ
201510,18.072093257808326,3.633057529941875,Angra Dos Reis,RJ
201511,17.817736572555436,4.244539020014579,Angra Dos Reis,RJ
201512,18.959900197410672,4.007638733302017,Angra Dos Reis,RJ
201513,16.61210443968783,4.181645686971239,Angra Dos Reis,RJ
201514,7.010147734695637,1.5202574973419178,Angra Dos Reis,RJ
201515,5.904183650401064,0.8645187466235781,Angra Dos Reis,RJ
201516,10.810211514782182,2.1184675865401563,Angra Dos Reis,RJ
201517,7.879550317707082,1.5009734726486204,Angra Dos Reis,RJ
201518,8.752121474493023,1.9023543970611267,Angra Dos Reis,RJ
201519,5.2977687482017215,1.3112852982792123,Angra Dos Reis,RJ
201520,-0.24577567142430767,-0.16313533963983334,Angra Dos Reis,RJ
201521,3.0232935272878247,0.756373413478576,Angra Dos Reis,RJ
201522,2.4204768020929257,0.6034791664728936,Angra Dos Reis,RJ
201523,0.5664125412513914,0.121889434522794,Angra Dos Reis,RJ
201524,7.609493471096542,1.8827667077951598,Angra Dos Reis,RJ
201525,4.770559681102509,0.937187407354372,Angra Dos Reis,RJ
201526,0.9567361992733514,0.14275529821576813,Angra Dos Reis,RJ
201527,0.9213481027249879,0.12965874797300125,Angra Dos Reis,RJ
201528,0.1707564809039577,0.024734344555972093,Angra Dos Reis,RJ
201529,1.834057037608234,0.4882107149831928,Angra Dos Reis,RJ
201530,0.18879518250834532,0.09743317832650618,Angra Dos Reis,RJ
201531,0.06239240899314524,0.010697046950401818,Angra Dos Reis,RJ
201532,-0.21925002571831498,-0.06002405567580515,Angra Dos Reis,RJ
201533,1.1390660668693704,0.14756914369420632,Angra Dos Reis,RJ
201534,2.389429024770347,0.471104164948869,Angra Dos Reis,RJ
201535,2.1779772059098326,0.6513340296811676,Angra Dos Reis,RJ
201536,5.9854368573451175,2.121209623460149,Angra Dos Reis,RJ
201537,3.891210758716053,0.6255526922148233,Angra Dos Reis,RJ
201538,1.4214330816417378,0.2019747331059915,Angra Dos Reis,RJ
201539,10.355151596334434,2.077835297154278,Angra Dos Reis,RJ
201540,2.2089884012788574,0.4188858497361679,Angra Dos Reis,RJ
201541,0.2089756035598449,0.04311692161033328,Angra Dos Reis,RJ
201542,1.9555296431321394,0.748168349839712,Angra Dos Reis,RJ
201543,-2.8775139528673352,-0.47297184043961704,Angra Dos Reis,RJ
201544,14.813761082723715,5.080711468680742,Angra Dos Reis,RJ
201545,4.877871490789653,0.6576993427790967,Angra Dos Reis,RJ
201546,12.60009010275616,2.672571550046586,Angra Dos Reis,RJ
201547,15.230751841208747,3.7831634501010636,Angra Dos Reis,RJ
201548,17.921343634562792,5.189535373744863,Angra Dos Reis,RJ
201549,12.051298317605811,3.010809275261578,Angra Dos Reis,RJ
201550,20.167159669071587,4.016544853873517,Angra Dos Reis,RJ
201551,11.3768265740818,1.9980742843396286,Angra Dos Reis,RJ
201552,25.74670287054681,5.784298836375812,Angra Dos Reis,RJ
201601,6.2550875242266875,1.2751368217712156,Angra Dos Reis,RJ
201602,22.12830442575449,8.147634949245242,Angra Dos Reis,RJ
201603,4.4292404574917015,1.5722076945338228,Angra Dos Reis,RJ
201604,17.802163425795083,2.69518191372502,Angra Dos Reis,RJ
201605,0.15613269822981682,0.02223341483836348,Angra Dos Reis,RJ
201606,12.312430817130544,3.2046283046517665,Angra Dos Reis,RJ
201607,28.76380033447638,10.748055273551614,Angra Dos Reis,RJ
201608,26.74011305935585,6.55216088135445,Angra Dos Reis,RJ
201609,19.083439599803974,4.628596082590491,Angra Dos Reis,RJ
201610,14.147253822358774,3.001775412147111,Angra Dos Reis,RJ
201611,22.626184380971736,4.784217838113925,Angra Dos Reis,RJ
201612,17.002082933487603,4.444640972074572,Angra Dos Reis,RJ
201613,5.774459579993194,1.1859418284525074,Angra Dos Reis,RJ
201614,0.4544768605798806,0.05121088236689036,Angra Dos Reis,RJ
201615,-0.1376829496394194,-0.03704376968967691,Angra Dos Reis,RJ
201616,0.12110009641215017,-0.0031587191688830785,Angra Dos Reis,RJ
201617,3.060462578624448,0.6309849377154197,Angra Dos Reis,RJ
201618,-0.14113104139540844,-0.030043028100306325,Angra Dos Reis,RJ
201619,4.579438935350018,0.830220294136433,Angra Dos Reis,RJ
201620,6.908976013012699,1.649727955503807,Angra Dos Reis,RJ
201621,2.786981600677972,0.5222545656301726,Angra Dos Reis,RJ
201622,7.427517617913907,2.321565994461947,Angra Dos Reis,RJ
201623,13.413985779519358,3.5735509311643976,Angra Dos Reis,RJ
201624,0.14027845585780208,0.028709213505760552,Angra Dos Reis,RJ
201625,2.106031728550389,0.5771165866670727,Angra Dos Reis,RJ
201626,0.05148338462896698,-0.010321037622987785,Angra Dos Reis,RJ
201627,0.0762909094018105,0.015401541244492084,Angra Dos Reis,RJ
201628,0.07703589907805643,0.007935274139523444,Angra Dos Reis,RJ
201629,0.36372493233979286,0.09603991178017013,Angra Dos Reis,RJ
201630,-0.14014265011954102,-0.026909522465295706,Angra Dos Reis,RJ
201631,-0.07405910515619663,-0.023789878539211995,Angra Dos Reis,RJ
201632,1.3164568679857092,0.24981972751545947,Angra Dos Reis,RJ
201633,1.8424030160789286,0.47344759336291026,Angra Dos Reis,RJ
201634,5.503879546221993,1.0476618714995218,Angra Dos Reis,RJ
201635,1.8868151198647254,0.8331741843918153,Angra Dos Reis,RJ
201636,1.6045883101859846,0.29175839718879604,Angra Dos Reis,RJ
201637,1.466643214352533,0.34179366803261807,Angra Dos Reis,RJ
201638,4.3379326775887685,1.181263148975624,Angra Dos Reis,RJ
201639,2.3471736002752963,0.6173725320699006,Angra Dos Reis,RJ
201640,5.584605930940166,1.5623321988520236,Angra Dos Reis,RJ
201641,6.7585525724785205,1.4513625016116634,Angra Dos Reis,RJ
201642,2.006244719628766,0.4463238612846619,Angra Dos Reis,RJ
201643,4.453848808001101,1.016294061711168,Angra Dos Reis,RJ
201644,17.848109103000574,3.9026286901203955,Angra Dos Reis,RJ
201645,17.378172783226493,4.811821958718958,Angra Dos Reis,RJ
201646,13.979492444973904,4.095441145791608,Angra Dos Reis,RJ
201647,1.7380949023941266,0.3233009830370778,Angra Dos Reis,RJ
201648,5.332130450271088,1.2828830132463631,Angra Dos Reis,RJ
201649,14.199989618952578,3.1130923137306343,Angra Dos Reis,RJ
201650,11.023027776299246,3.7588615164751102,Angra Dos Reis,RJ
201651,14.13926716986411,2.728076275726358,Angra Dos Reis,RJ
201652,8.02413211640568,1.4960345241640498,Angra Dos Reis,RJ
201701,27.425995847941106,7.062764546338257,Angra Dos Reis,RJ
201702,35.557755885062726,6.905071090376257,Angra Dos Reis,RJ
201703,19.40033775193825,4.61683400424572,Angra Dos Reis,RJ
201704,19.942214169911708,4.888182934795916,Angra Dos Reis,RJ
201705,9.402244774075735,3.0933042148816563,Angra Dos Reis,RJ
201706,13.337364406282486,2.288052471476624,Angra Dos Reis,RJ
201707,-0.4680535858134102,-0.07649188041493415,Angra Dos Reis,RJ
201708,10.160661703163454,1.5632782765100606,Angra Dos Reis,RJ
201709,15.171616586312663,3.177643244252392,Angra Dos Reis,RJ
201710,13.390027419826978,3.278490182305689,Angra Dos Reis,RJ
201711,15.577357647854036,3.373882565323382,Angra Dos Reis,RJ
201712,13.137679092405232,2.852578214118997,Angra Dos Reis,RJ
201713,5.673698129397586,1.4036617153516215,Angra Dos Reis,RJ
201714,3.8616268775351417,0.887166675667306,Angra Dos Reis,RJ
201715,5.6784390982431665,1.1577176267285694,Angra Dos Reis,RJ
201716,6.024959025584401,1.4328891102853343,Angra Dos Reis,RJ
201717,4.455559589174718,1.5036780462621104,Angra Dos Reis,RJ
201718,2.5844482224743808,0.4551486068547685,Angra Dos Reis,RJ
201719,3.2748927755663,0.7651711125453139,Angra Dos Reis,RJ
201720,5.395156067568275,1.136681758131157,Angra Dos Reis,RJ
201721,5.176038670970603,0.6415167565214148,Angra Dos Reis,RJ
201722,0.17549964879189098,0.05032458710048228,Angra Dos Reis,RJ
201723,2.705487738948764,0.5004052266172385,Angra Dos Reis,RJ
201724,12.372168662870465,2.4182586827627297,Angra Dos Reis,RJ
201725,6.725887914945506,2.0682056012030383,Angra Dos Reis,RJ
201726,1.3528950814155485,0.21468451430188412,Angra Dos Reis,RJ
201727,3.139365334676513,0.6230586554886042,Angra Dos Reis,RJ
201728,-0.3221543507364222,-0.11568200915974648,Angra Dos Reis,RJ
201729,1.7348902175691092,0.3253029726386697,Angra Dos Reis,RJ
201730,-0.6010684264412386,-0.10276976624229303,Angra Dos Reis,RJ
201731,2.9598099964425786,0.7070485428983093,Angra Dos Reis,RJ
201732,0.5201748665326364,0.08500931003632207,Angra Dos Reis,RJ
201733,4.750767282627232,1.290043539158292,Angra Dos Reis,RJ
201734,5.465105667031158,1.1342055135894753,Angra Dos Reis,RJ
201735,1.3803768441550976,0.24655925909719167,Angra Dos Reis,RJ
201736,-0.01190188752653356,-0.00021504006947171408,Angra Dos Reis,RJ
201737,0.018002049427295608,0.0040854164179845685,Angra Dos Reis,RJ
201738,0.05533549411512842,0.012964745530055045,Angra Dos Reis,RJ
201739,3.8964308010421536,0.5744366794611351,Angra Dos Reis,RJ
201740,3.2503841537922233,0.9489460735558461,Angra Dos Reis,RJ
201741,0.18665778521300272,0.026125999609786198,Angra Dos Reis,RJ
201742,2.292423678626641,0.3842270672088054,Angra Dos Reis,RJ
201743,12.657987596556143,3.1525156521084323,Angra Dos Reis,RJ
201744,4.134903763003568,0.7337474628346434,Angra Dos Reis,RJ
201745,3.6066737728436227,0.7878320168788819,Angra Dos Reis,RJ
201746,12.73512057032228,2.0395484351331823,Angra Dos Reis,RJ
201747,22.624696455725818,5.385122873682615,Angra Dos Reis,RJ
201748,8.252408103305997,1.986673229446906,Angra Dos Reis,RJ
201749,3.669520191702595,0.8742461697224888,Angra Dos Reis,RJ
201750,-0.08904290662116854,0.2907560843010536,Angra Dos Reis,RJ
201751,17.54843455412705,3.251438728517682,Angra Dos Reis,RJ
201752,23.863397736189626,7.0159045491631655,Angra Dos Reis,RJ
201801,11.4577687600101,4.45144674205401,Angra Dos Reis,RJ
201802,29.398199290521653,8.620185930986183,Angra Dos Reis,RJ
201803,9.325244114853987,2.019043720413727,Angra Dos Reis,RJ
201804,23.39387534860539,4.616636043474802,Angra Dos Reis,RJ
201805,7.598686455467566,1.4041694298129819,Angra Dos Reis,RJ
201806,9.185001971694968,2.346079039551094,Angra Dos Reis,RJ
201807,28.42557517910224,7.756008571478755,Angra Dos Reis,RJ
201808,17.891177047480955,5.368618314491315,Angra Dos Reis,RJ
201809,23.829087798906475,4.99942648439969,Angra Dos Reis,RJ
201810,13.848430673756923,4.529184563167947,Angra Dos Reis,RJ
201811,12.348466357038973,2.471020682154872,Angra Dos Reis,RJ
201812,15.331029742082574,2.6347832814025907,Angra Dos Reis,RJ
201813,0.2746574962334748,0.039378581500775056,Angra Dos Reis,RJ
201814,16.53444696969504,6.23577844560824,Angra Dos Reis,RJ
201815,18.106460613286153,3.9670141903721,Angra Dos Reis,RJ
201816,11.058555256411674,2.45182785737039,Angra Dos Reis,RJ
201817,0.21435803604964646,-0.03422458929804829,Angra Dos Reis,RJ
201818,-0.600793835605921,-0.10120339452522462,Angra Dos Reis,RJ
201819,7.212378499116135,1.438712967077711,Angra Dos Reis,RJ
201820,13.458585356951094,2.9256536095742933,Angra Dos Reis,RJ
201821,1.5169272325613432,0.278217578660576,Angra Dos Reis,RJ
201822,-0.21278471657489723,-0.05162568361404534,Angra Dos Reis,RJ
201823,5.365455855694866,1.3385563404925294,Angra Dos Reis,RJ
201824,4.475785783399745,1.0158047339498195,Angra Dos Reis,RJ
201825,3.2115407203436446,0.6252544331009867,Angra Dos Reis,RJ
201826,-0.07492415005311776,-0.017144843730411884,Angra Dos Reis,RJ
201827,2.849531079002811,0.4269500039502771,Angra Dos Reis,RJ
201828,2.3866176562058934,0.39761123957051425,Angra Dos Reis,RJ
201829,0.05672275807001505,0.010076571028746947,Angra Dos Reis,RJ
201830,1.3799106298340302,0.344234328529584,Angra Dos Reis,RJ
201831,5.808710816641025,1.949548638768393,Angra Dos Reis,RJ
201832,8.261082754783809,1.403271113225658,Angra Dos Reis,RJ
201833,1.1061184615946944,0.1607839043888991,Angra Dos Reis,RJ
201834,0.47189511169514287,0.07697084992744713,Angra Dos Reis,RJ
201835,2.6261828840705173,0.5083139998575483,Angra Dos Reis,RJ
201836,7.112577589298723,1.5354828335828503,Angra Dos Reis,RJ
201837,9.089466663705181,1.7994421187511094,Angra Dos Reis,RJ
201838,4.6987887133878825,0.8447850093839655,Angra Dos Reis,RJ
201839,15.440707675643116,2.7934814495551006,Angra Dos Reis,RJ
201840,7.646894566717843,1.6957050618140885,Angra Dos Reis,RJ
201841,13.667595003220232,4.087738430364111,Angra Dos Reis,RJ
201842,2.5958415858918173,1.1794848487031242,Angra Dos Reis,RJ
201843,3.544929680042427,1.1718797239104068,Angra Dos Reis,RJ
201844,1.938441796724283,0.3979577522995113,Angra Dos Reis,RJ
201845,18.33946263783209,5.523526624600486,Angra Dos Reis,RJ
201846,4.942197702851493,0.9933215917350383,Angra Dos Reis,RJ
201847,8.381057430632113,1.5230741568672628,Angra Dos Reis,RJ
201848,17.916425256518767,3.1203051155541814,Angra Dos Reis,RJ
201849,10.281376662803803,2.57279438192982,Angra Dos Reis,RJ
201850,1.4045977455822003,0.1924745187424058,Angra Dos Reis,RJ
201851,-0.6315359046423371,-0.10421421002848258,Angra Dos Reis,RJ
201852,13.989213823907772,3.173870793396895,Angra Dos Reis,RJ
201901,27.91509226007683,5.631725109693973,Angra Dos Reis,RJ
201902,2.2139297717355504,0.3954321502275041,Angra Dos Reis,RJ
201903,4.871974500633961,0.9238694797688364,Angra Dos Reis,RJ
201904,25.878311555073083,4.99056545383673,Angra Dos Reis,RJ
201905,0.007028127774590248,0.0010649568731501964,Angra Dos Reis,RJ
201906,35.749643973605636,11.05747450640585,Angra Dos Reis,RJ
201907,18.790881223875857,3.934764111266187,Angra Dos Reis,RJ
201908,19.23099522505657,6.298301530359706,Angra Dos Reis,RJ
201909,32.73199548653978,8.467862273787714,Angra Dos Reis,RJ
201910,22.839871325412332,3.675141222164659,Angra Dos Reis,RJ
201911,25.059612266885846,6.070443014918464,Angra Dos Reis,RJ
201912,21.734421451034102,6.904385838975277,Angra Dos Reis,RJ
201913,10.979313979273387,2.1357301188900295,Angra Dos Reis,RJ
201914,4.63883184258889,0.8609379606425925,Angra Dos Reis,RJ
201915,33.649441095662866,7.81448532413407,Angra Dos Reis,RJ
201916,8.28555288744929,1.4131512607092322,Angra Dos Reis,RJ
201917,2.2875055406350597,0.3297219898853545,Angra Dos Reis,RJ
201918,8.32968763974888,1.7243948831788987,Angra Dos Reis,RJ
201919,15.250401008107069,2.98809666248205,Angra Dos Reis,RJ
201920,18.99567202416364,4.582272501153209,Angra Dos Reis,RJ
201921,-0.8526505158723172,-0.10665409174563659,Angra Dos Reis,RJ
201922,8.083138010650542,1.31592643925724,Angra Dos Reis,RJ
201923,12.54109388919566,3.4208495090628337,Angra Dos Reis,RJ
201924,-0.16591380051180818,-0.02966062219085033,Angra Dos Reis,RJ
201925,3.832686409088306,0.7316313988901296,Angra Dos Reis,RJ
201926,-0.10150322884291126,-0.013471335652386417,Angra Dos Reis,RJ
201927,7.077157179746218,1.5618249233091117,Angra Dos Reis,RJ
201928,0.1085492687978557,0.0276094254735978,Angra Dos Reis,RJ
201929,0.15267819366585395,0.018151238236184003,Angra Dos Reis,RJ
201930,-0.1354198121135764,-0.024023248359528366,Angra Dos Reis,RJ
201931,3.5546023222121033,0.5536352776948625,Angra Dos Reis,RJ
201932,4.459429166832875,0.8247120531883095,Angra Dos Reis,RJ
201933,2.6636639034202467,0.622909951895146,Angra Dos Reis,RJ
201934,2.2104804853238997,1.3351906555535076,Angra Dos Reis,RJ
201935,1.7612245442731558,0.2698751202737373,Angra Dos Reis,RJ
201936,10.402920043767883,3.3741803680873312,Angra Dos Reis,RJ
201937,0.736361956512304,0.1173508103179852,Angra Dos Reis,RJ
201938,0.5118179931449184,0.10205684520160563,Angra Dos Reis,RJ
201939,4.2365470946741075,1.8124349593569515,Angra Dos Reis,RJ
201940,0.5984317663615638,0.11655394226414383,Angra Dos Reis,RJ
201941,8.133406892579886,1.9569443817458703,Angra Dos Reis,RJ
201942,-0.053463017661585184,0.07552272691551835,Angra Dos Reis,RJ
