week,precipitation_avg,precipitation_max,CITY
201533,0.2219,1.2835,Barra Do Piraí
201534,0.9302,6.1772,Barra Do Piraí
201535,0.7098,2.8218,Barra Do Piraí
201536,2.5081,7.0245,Barra Do Piraí
201537,0.9035,5.1247,Barra Do Piraí
201538,0.0373,0.2586,Barra Do Piraí
201539,1.0458,4.4087,Barra Do Piraí
201540,0.5279,2.6711,Barra Do Piraí
201541,0.0422,0.2436,Barra Do Piraí
201542,0.9691,3.8949,Barra Do Piraí
201543,0.785,2.734,Barra Do Piraí
201544,1.8754,6.9062,Barra Do Piraí
201545,0.8004,5.161,Barra Do Piraí
201546,3.5886,14.5784,Barra Do Piraí
201547,2.2053,9.0983,Barra Do Piraí
201548,5.1653,16.1971,Barra Do Piraí
201549,3.1104,12.3294,Barra Do Piraí
201550,3.792,20.4829,Barra Do Piraí
201551,1.9804,11.3041,Barra Do Piraí
201552,5.659,24.3734,Barra Do Piraí
201601,0.9451,6.1176,Barra Do Piraí
201602,9.0609,21.7657,Barra Do Piraí
201603,3.6654,10.2414,Barra Do Piraí
201604,3.4015,17.0712,Barra Do Piraí
201605,0.2559,1.5865,Barra Do Piraí
201606,3.9667,19.0245,Barra Do Piraí
201607,5.4596,20.1349,Barra Do Piraí
201608,4.1347,19.4358,Barra Do Piraí
201609,4.1125,16.4816,Barra Do Piraí
201610,4.6004,22.717,Barra Do Piraí
201611,3.8115,17.3864,Barra Do Piraí
201612,3.8001,11.0869,Barra Do Piraí
201613,2.1678,9.7111,Barra Do Piraí
201614,0.044,0.1925,Barra Do Piraí
201615,0.1501,0.9184,Barra Do Piraí
201616,0.0231,0.0886,Barra Do Piraí
201617,0.7536,2.9479,Barra Do Piraí
201618,0.2412,1.3781,Barra Do Piraí
201619,1.126,4.3855,Barra Do Piraí
201620,1.3004,5.7717,Barra Do Piraí
201621,0.0434,0.5146,Barra Do Piraí
201622,2.1552,6.7552,Barra Do Piraí
201623,3.2933,12.489,Barra Do Piraí
201624,0.0406,0.1398,Barra Do Piraí
201625,0.5697,2.5199,Barra Do Piraí
201626,0.1115,0.646,Barra Do Piraí
201627,0.0291,0.126,Barra Do Piraí
201628,0.022,0.0809,Barra Do Piraí
201629,0.1713,0.5959,Barra Do Piraí
201630,0.1909,1.3576,Barra Do Piraí
201631,0.4104,2.3533,Barra Do Piraí
201632,0.3018,1.569,Barra Do Piraí
201633,0.501,2.5007,Barra Do Piraí
201634,0.7036,4.6737,Barra Do Piraí
201635,1.7621,8.686,Barra Do Piraí
201636,0.4455,2.4048,Barra Do Piraí
201637,0.3794,2.2253,Barra Do Piraí
201638,1.1723,4.5916,Barra Do Piraí
201639,0.9018,3.2136,Barra Do Piraí
201640,1.827,5.6482,Barra Do Piraí
201641,1.6656,4.5677,Barra Do Piraí
201642,0.6503,3.7008,Barra Do Piraí
201643,0.7036,3.2726,Barra Do Piraí
201644,2.9909,12.0947,Barra Do Piraí
201645,5.9304,24.5918,Barra Do Piraí
201646,7.5563,23.537,Barra Do Piraí
201647,0.2427,1.0182,Barra Do Piraí
201648,1.9366,9.7161,Barra Do Piraí
201649,4.1879,16.0745,Barra Do Piraí
201650,6.1166,19.1173,Barra Do Piraí
201651,2.0298,15.5187,Barra Do Piraí
201652,0.8097,3.9063,Barra Do Piraí
201701,6.6491,22.4742,Barra Do Piraí
201702,7.2603,29.7062,Barra Do Piraí
201703,2.3371,12.3958,Barra Do Piraí
201704,3.6654,17.0835,Barra Do Piraí
201705,4.0585,12.9305,Barra Do Piraí
201706,3.6602,16.981,Barra Do Piraí
201707,0.0,0.0,Barra Do Piraí
201708,1.8621,10.4484,Barra Do Piraí
201709,2.6573,11.6008,Barra Do Piraí
201710,4.0355,16.9344,Barra Do Piraí
201711,2.9656,14.7034,Barra Do Piraí
201712,2.268,10.0809,Barra Do Piraí
201713,2.0794,7.1089,Barra Do Piraí
201714,2.024,11.1666,Barra Do Piraí
201715,1.6908,8.4699,Barra Do Piraí
201716,1.2388,5.4616,Barra Do Piraí
201717,1.9635,8.5384,Barra Do Piraí
201718,0.7451,3.7104,Barra Do Piraí
201719,0.3444,2.7704,Barra Do Piraí
201720,0.9691,5.6405,Barra Do Piraí
201721,0.9684,6.1521,Barra Do Piraí
201722,0.0507,0.1514,Barra Do Piraí
201723,0.8506,5.2545,Barra Do Piraí
201724,1.6877,8.8845,Barra Do Piraí
201725,1.9258,8.6069,Barra Do Piraí
201726,0.5561,3.1789,Barra Do Piraí
201727,0.9484,4.0615,Barra Do Piraí
201728,0.1892,0.4677,Barra Do Piraí
201729,0.3166,1.4483,Barra Do Piraí
201730,0.0756,0.197,Barra Do Piraí
201731,0.4858,2.2944,Barra Do Piraí
201732,0.1221,0.6604,Barra Do Piraí
201733,1.3241,5.0404,Barra Do Piraí
201734,0.8404,4.137,Barra Do Piraí
201735,0.2316,1.1309,Barra Do Piraí
201736,0.0,0.0,Barra Do Piraí
201737,0.0114,0.0622,Barra Do Piraí
201738,0.0116,0.0543,Barra Do Piraí
201739,0.747,4.4352,Barra Do Piraí
201740,0.8743,3.9677,Barra Do Piraí
201741,0.02,0.1407,Barra Do Piraí
201742,0.3179,1.7226,Barra Do Piraí
201743,2.2566,7.8537,Barra Do Piraí
201744,0.8029,4.0374,Barra Do Piraí
201745,1.2475,5.5918,Barra Do Piraí
201746,1.3544,7.6103,Barra Do Piraí
201747,5.6458,20.7064,Barra Do Piraí
201748,3.067,11.5128,Barra Do Piraí
201749,1.498,4.0545,Barra Do Piraí
201750,0.3559,1.8262,Barra Do Piraí
201751,2.7955,12.7988,Barra Do Piraí
201752,5.4322,19.5785,Barra Do Piraí
201801,5.0097,14.7965,Barra Do Piraí
201802,8.1539,29.0111,Barra Do Piraí
201803,1.5744,7.5522,Barra Do Piraí
201804,4.3581,18.535,Barra Do Piraí
201805,2.1161,10.3425,Barra Do Piraí
201806,2.2223,8.8939,Barra Do Piraí
201807,4.3119,17.835,Barra Do Piraí
201808,5.5287,17.7953,Barra Do Piraí
201809,4.9634,20.9117,Barra Do Piraí
201810,6.6323,24.1468,Barra Do Piraí
201811,3.2785,14.9945,Barra Do Piraí
201812,1.8238,9.3898,Barra Do Piraí
201813,0.4547,2.1321,Barra Do Piraí
201814,3.829,9.7822,Barra Do Piraí
201815,3.4874,15.3059,Barra Do Piraí
201816,1.9137,8.6484,Barra Do Piraí
201817,0.4231,2.218,Barra Do Piraí
201818,0.3576,2.3191,Barra Do Piraí
201819,1.8622,5.9496,Barra Do Piraí
201820,2.7138,11.9001,Barra Do Piraí
201821,0.2704,1.44,Barra Do Piraí
201822,0.0768,0.8452,Barra Do Piraí
201823,1.1044,4.2043,Barra Do Piraí
201824,0.7148,3.448,Barra Do Piraí
201825,0.6037,1.3003,Barra Do Piraí
201826,0.0089,0.0705,Barra Do Piraí
201827,0.4055,2.2637,Barra Do Piraí
201828,0.7209,4.0141,Barra Do Piraí
201829,0.0265,0.0927,Barra Do Piraí
201830,0.4697,2.4828,Barra Do Piraí
201831,1.8288,5.1872,Barra Do Piraí
201832,1.1587,7.0523,Barra Do Piraí
201833,0.4695,2.7772,Barra Do Piraí
201834,0.1018,0.5874,Barra Do Piraí
201835,0.3979,1.9267,Barra Do Piraí
201836,0.6689,5.5433,Barra Do Piraí
201837,1.6112,8.7522,Barra Do Piraí
201838,1.9318,6.7915,Barra Do Piraí
201839,2.0994,11.8135,Barra Do Piraí
201840,0.9355,4.9012,Barra Do Piraí
201841,2.434,10.3017,Barra Do Piraí
201842,1.8776,4.3098,Barra Do Piraí
201843,1.1283,4.2993,Barra Do Piraí
201844,0.6618,3.3088,Barra Do Piraí
201845,5.3011,17.2878,Barra Do Piraí
201846,1.145,5.3533,Barra Do Piraí
201847,2.7642,10.5783,Barra Do Piraí
201848,2.4298,11.4636,Barra Do Piraí
201849,2.5774,8.8904,Barra Do Piraí
201850,0.3196,2.019,Barra Do Piraí
201851,1.8427,9.5113,Barra Do Piraí
201852,4.1412,13.928,Barra Do Piraí
201901,5.2742,22.8102,Barra Do Piraí
201902,0.3592,1.9895,Barra Do Piraí
201903,1.2093,6.1671,Barra Do Piraí
201904,3.5292,18.4877,Barra Do Piraí
201905,0.2029,1.2249,Barra Do Piraí
201906,6.9098,23.8097,Barra Do Piraí
201907,3.0107,13.3745,Barra Do Piraí
201908,5.8198,19.9164,Barra Do Piraí
201909,7.6458,29.1978,Barra Do Piraí
201910,2.4718,12.8032,Barra Do Piraí
201911,4.8649,18.13,Barra Do Piraí
201912,5.3943,18.5515,Barra Do Piraí
201913,1.9973,9.2891,Barra Do Piraí
201914,0.8548,4.6257,Barra Do Piraí
201915,4.7049,22.0065,Barra Do Piraí
201916,1.3267,6.9712,Barra Do Piraí
201917,1.0442,7.0163,Barra Do Piraí
201918,1.2741,7.0699,Barra Do Piraí
201919,1.8043,11.1591,Barra Do Piraí
201920,5.4171,19.6669,Barra Do Piraí
201921,0.0736,0.2682,Barra Do Piraí
201922,0.7416,4.0351,Barra Do Piraí
201923,2.5537,10.0142,Barra Do Piraí
201924,0.2456,0.426,Barra Do Piraí
201925,0.4685,2.6127,Barra Do Piraí
201926,0.0202,0.0721,Barra Do Piraí
201927,0.794,4.7549,Barra Do Piraí
201928,0.0774,0.4338,Barra Do Piraí
201929,0.108,1.1081,Barra Do Piraí
201930,0.0014,0.0022,Barra Do Piraí
201931,0.3738,2.3825,Barra Do Piraí
201932,0.7623,3.8638,Barra Do Piraí
201933,0.6148,2.458,Barra Do Piraí
201934,1.0608,3.7954,Barra Do Piraí
201935,0.2665,1.6287,Barra Do Piraí
201936,2.6228,8.4521,Barra Do Piraí
201937,0.0981,0.5864,Barra Do Piraí
201938,0.0697,0.4114,Barra Do Piraí
201939,2.0961,6.4966,Barra Do Piraí
201940,0.1953,0.7397,Barra Do Piraí
201941,2.3222,9.0371,Barra Do Piraí
201942,0.0227,0.2059,Barra Do Piraí
201943,1.0644,4.5079,Barra Do Piraí
201944,2.0826,9.5075,Barra Do Piraí
201945,1.6576,4.5538,Barra Do Piraí
201946,3.4168,12.7444,Barra Do Piraí
201947,2.987,11.9038,Barra Do Piraí
201948,2.1588,8.1107,Barra Do Piraí
201949,3.2247,13.686,Barra Do Piraí
201950,3.1974,13.5773,Barra Do Piraí
201951,1.4892,7.2282,Barra Do Piraí
201952,3.859,16.7098,Barra Do Piraí
202001,3.6953,15.7345,Barra Do Piraí
202002,4.1012,16.8124,Barra Do Piraí
202003,3.582,15.3825,Barra Do Piraí
202004,1.1253,5.3756,Barra Do Piraí
202005,2.2246,8.508,Barra Do Piraí
202006,5.3532,18.0802,Barra Do Piraí
202007,4.6669,15.4469,Barra Do Piraí
202008,4.0647,16.6304,Barra Do Piraí
202009,3.3009,11.4633,Barra Do Piraí
202010,4.4917,17.3271,Barra Do Piraí
202011,1.6683,9.5199,Barra Do Piraí
202012,3.5063,15.4031,Barra Do Piraí
202013,0.7356,3.4583,Barra Do Piraí
202014,2.9076,11.2462,Barra Do Piraí
202015,0.7742,4.1286,Barra Do Piraí
202016,0.549,2.6449,Barra Do Piraí
202017,0.0393,0.511,Barra Do Piraí
202018,0.6192,3.9556,Barra Do Piraí
202019,2.3973,10.653,Barra Do Piraí
202020,1.4072,8.8453,Barra Do Piraí
202021,0.0743,0.2747,Barra Do Piraí
202022,0.7032,4.1366,Barra Do Piraí
202023,0.1014,0.5219,Barra Do Piraí
202024,0.3517,1.8215,Barra Do Piraí
202025,0.4024,2.0387,Barra Do Piraí
202026,0.2191,1.3859,Barra Do Piraí
202027,0.272,1.2369,Barra Do Piraí
202028,0.0277,0.144,Barra Do Piraí
202029,0.4384,2.229,Barra Do Piraí
202030,0.0392,0.1501,Barra Do Piraí
202031,1.0005,4.67,Barra Do Piraí
202032,0.0251,0.0775,Barra Do Piraí
202033,0.0399,0.1658,Barra Do Piraí
202034,1.4081,6.1386,Barra Do Piraí
202035,0.4066,1.7501,Barra Do Piraí
202036,0.1171,0.6043,Barra Do Piraí
202037,0.0092,0.02,Barra Do Piraí
202038,0.285,1.7596,Barra Do Piraí
202039,3.161,14.4529,Barra Do Piraí
202040,0.161,1.0518,Barra Do Piraí
202041,1.4157,5.8073,Barra Do Piraí
202042,0.6052,3.3601,Barra Do Piraí
202043,1.0014,6.5792,Barra Do Piraí
202044,3.8423,15.4756,Barra Do Piraí
202045,1.6219,5.5129,Barra Do Piraí
202046,5.1674,17.2994,Barra Do Piraí
202047,4.3375,15.3277,Barra Do Piraí
202048,1.5531,8.0284,Barra Do Piraí
202049,2.633,10.5874,Barra Do Piraí
202050,6.0642,21.5607,Barra Do Piraí
202051,3.4405,12.0856,Barra Do Piraí
202052,7.146,31.2442,Barra Do Piraí
202053,4.2833,14.5168,Barra Do Piraí
202101,3.5201,14.5169,Barra Do Piraí
202102,2.9665,11.6154,Barra Do Piraí
202103,0.2141,1.0012,Barra Do Piraí
202104,0.0401,0.1502,Barra Do Piraí
202105,3.8498,18.3945,Barra Do Piraí
202106,3.0492,13.3233,Barra Do Piraí
202107,4.0331,13.5087,Barra Do Piraí
202108,2.2963,9.3728,Barra Do Piraí
202109,1.0591,5.8429,Barra Do Piraí
202110,4.7674,20.27,Barra Do Piraí
202111,1.4076,8.3604,Barra Do Piraí
202112,0.168,1.0935,Barra Do Piraí
202113,3.4554,18.1938,Barra Do Piraí
202114,1.0044,5.0059,Barra Do Piraí
202115,0.8851,5.226,Barra Do Piraí
202116,1.607,6.2555,Barra Do Piraí
202117,2.1677,8.9101,Barra Do Piraí
202118,1.1433,5.794,Barra Do Piraí
202119,0.8968,4.3034,Barra Do Piraí
202120,0.1291,0.6897,Barra Do Piraí
202121,0.0204,0.113,Barra Do Piraí
202122,2.5057,13.4709,Barra Do Piraí
202123,0.895,4.8858,Barra Do Piraí
202124,0.4272,2.0908,Barra Do Piraí
202125,0.3711,1.8281,Barra Do Piraí
202126,0.1223,0.4879,Barra Do Piraí
202127,0.2396,1.3592,Barra Do Piraí
202128,0.0384,0.1387,Barra Do Piraí
202129,0.0869,0.5282,Barra Do Piraí
202130,0.5839,3.118,Barra Do Piraí
202131,0.0755,0.2872,Barra Do Piraí
202132,0.5244,2.0638,Barra Do Piraí
202133,2.6601,14.2824,Barra Do Piraí
202134,0.1555,0.9054,Barra Do Piraí
202135,1.5673,5.1711,Barra Do Piraí
202136,0.7708,4.4819,Barra Do Piraí
202137,0.7093,3.835,Barra Do Piraí
202138,0.5801,2.3793,Barra Do Piraí
202139,0.9112,5.3832,Barra Do Piraí
202140,2.8675,11.6582,Barra Do Piraí
202141,1.4189,5.7961,Barra Do Piraí
202142,2.4244,7.3891,Barra Do Piraí
202143,2.4402,8.3319,Barra Do Piraí
202144,2.2203,9.1728,Barra Do Piraí
202145,1.2622,4.698,Barra Do Piraí
202146,2.0998,9.759,Barra Do Piraí
202147,0.7312,3.613,Barra Do Piraí
202148,2.4242,10.9547,Barra Do Piraí
202149,4.3294,18.5892,Barra Do Piraí
202150,10.1296,22.3797,Barra Do Piraí
202151,2.2765,10.0408,Barra Do Piraí
202152,4.7983,15.2376,Barra Do Piraí
202201,4.4084,14.6541,Barra Do Piraí
202202,3.2947,12.244,Barra Do Piraí
202203,2.0285,8.6917,Barra Do Piraí
202204,3.0642,12.0422,Barra Do Piraí
202205,5.9746,17.5789,Barra Do Piraí
202206,6.6925,23.5001,Barra Do Piraí
202207,4.3701,17.3016,Barra Do Piraí
202208,1.8802,11.4773,Barra Do Piraí
202209,0.3737,2.5007,Barra Do Piraí
202210,0.8308,5.113,Barra Do Piraí
202211,0.8779,4.9943,Barra Do Piraí
202212,3.7715,21.7236,Barra Do Piraí
202213,4.4634,26.0501,Barra Do Piraí
202214,3.2887,15.2342,Barra Do Piraí
202215,4.0478,14.869,Barra Do Piraí
202216,0.091,0.4937,Barra Do Piraí
202217,1.6926,10.681,Barra Do Piraí
202218,1.2997,5.3405,Barra Do Piraí
202219,0.5442,1.2729,Barra Do Piraí
202220,0.8146,4.1982,Barra Do Piraí
202221,0.0519,0.1822,Barra Do Piraí
202222,0.5182,2.8744,Barra Do Piraí
202223,0.4403,2.0283,Barra Do Piraí
202224,0.3527,1.3088,Barra Do Piraí
202225,0.2436,1.315,Barra Do Piraí
202226,0.6073,3.2545,Barra Do Piraí
202227,0.0455,0.1048,Barra Do Piraí
202228,0.3656,2.3122,Barra Do Piraí
202229,0.1021,0.7176,Barra Do Piraí
202230,0.8352,4.4997,Barra Do Piraí
202231,0.0852,0.4403,Barra Do Piraí
202232,1.3082,4.5283,Barra Do Piraí
202233,0.4995,2.1831,Barra Do Piraí
202234,0.1147,0.7773,Barra Do Piraí
202235,0.6953,3.0599,Barra Do Piraí
202236,0.3053,1.7289,Barra Do Piraí
202237,1.61,4.6433,Barra Do Piraí
202238,1.183,6.8808,Barra Do Piraí
202239,3.0477,8.819,Barra Do Piraí
202240,0.8428,3.2658,Barra Do Piraí
202241,0.5384,2.4453,Barra Do Piraí
202242,1.0117,5.3543,Barra Do Piraí
202243,2.3349,8.9434,Barra Do Piraí
202244,3.8228,11.2662,Barra Do Piraí
202245,3.6207,15.5016,Barra Do Piraí
202246,2.4158,10.1086,Barra Do Piraí
202247,3.1417,17.191,Barra Do Piraí
202248,4.8935,16.8065,Barra Do Piraí
202249,1.8903,8.386,Barra Do Piraí
202250,3.5725,15.1688,Barra Do Piraí
202251,2.0835,6.2551,Barra Do Piraí
202252,3.6751,16.7567,Barra Do Piraí
201201,5.8193,18.2033,Barra Mansa
201202,4.1346,16.444,Barra Mansa
201203,2.5732,5.6078,Barra Mansa
201204,2.1152,8.2576,Barra Mansa
201205,3.2652,13.7188,Barra Mansa
201206,2.0354,12.5725,Barra Mansa
201207,3.7398,23.9878,Barra Mansa
201208,0.6209,4.1706,Barra Mansa
201209,0.6467,2.6546,Barra Mansa
201210,1.2962,5.7041,Barra Mansa
201211,4.2751,15.9229,Barra Mansa
201212,3.9264,16.2005,Barra Mansa
201213,3.8309,25.3227,Barra Mansa
201214,3.0803,15.6894,Barra Mansa
201215,0.8834,4.371,Barra Mansa
201216,2.1612,9.825,Barra Mansa
201217,1.1156,5.2772,Barra Mansa
201218,2.8114,10.2107,Barra Mansa
201219,0.2627,1.1797,Barra Mansa
201220,1.5908,7.2183,Barra Mansa
201221,0.1913,0.844,Barra Mansa
201222,1.109,6.5417,Barra Mansa
201223,0.9758,7.6707,Barra Mansa
201224,1.192,7.0663,Barra Mansa
201225,1.9963,9.6055,Barra Mansa
201226,0.2373,1.2013,Barra Mansa
201227,0.0754,0.1264,Barra Mansa
201228,1.5492,6.603,Barra Mansa
201229,0.8354,3.608,Barra Mansa
201230,0.097,0.4076,Barra Mansa
201231,0.1445,0.8005,Barra Mansa
201232,1.1738,5.6079,Barra Mansa
201233,0.4153,1.7496,Barra Mansa
201234,0.0,0.0236,Barra Mansa
201235,0.6812,3.4122,Barra Mansa
201236,0.3519,2.2594,Barra Mansa
201237,0.2564,1.111,Barra Mansa
201238,1.7187,8.317,Barra Mansa
201239,1.7622,8.9708,Barra Mansa
201240,0.0203,0.0684,Barra Mansa
201241,1.7899,7.6557,Barra Mansa
201242,0.8621,3.3292,Barra Mansa
201243,2.441,9.4716,Barra Mansa
201244,0.631,2.8526,Barra Mansa
201245,1.4569,4.3646,Barra Mansa
201246,4.1375,15.9082,Barra Mansa
201247,1.433,8.1123,Barra Mansa
201248,3.2173,12.8156,Barra Mansa
201249,2.1153,9.8055,Barra Mansa
201250,3.4552,12.7501,Barra Mansa
201251,2.6427,10.9424,Barra Mansa
201252,1.2117,6.224,Barra Mansa
201301,4.116,14.8632,Barra Mansa
201302,2.7476,11.0485,Barra Mansa
201303,6.3864,21.9985,Barra Mansa
201304,3.7696,12.8318,Barra Mansa
201305,3.7328,3.274,Barra Mansa
201306,4.0448,11.2793,Barra Mansa
201307,0.2037,0.7187,Barra Mansa
201308,0.5455,2.4474,Barra Mansa
201309,3.4004,11.5397,Barra Mansa
201310,6.1085,24.747,Barra Mansa
201311,4.5043,22.0445,Barra Mansa
201312,5.5191,21.0633,Barra Mansa
201313,3.5059,11.4966,Barra Mansa
201314,2.4973,12.1206,Barra Mansa
201315,1.7479,7.7799,Barra Mansa
201316,0.9877,5.3709,Barra Mansa
201317,0.4013,1.3051,Barra Mansa
201318,0.1463,0.2416,Barra Mansa
201319,0.5801,2.6762,Barra Mansa
201320,1.2941,7.8014,Barra Mansa
201321,1.3324,5.2918,Barra Mansa
201322,1.5305,5.3682,Barra Mansa
201323,1.8075,7.9215,Barra Mansa
201324,0.593,4.4771,Barra Mansa
201325,0.1815,0.4892,Barra Mansa
201326,0.5796,2.6067,Barra Mansa
201327,1.4301,7.2709,Barra Mansa
201328,0.7056,3.6643,Barra Mansa
201329,1.3282,6.2744,Barra Mansa
201330,1.6809,6.3593,Barra Mansa
201331,0.0527,0.1623,Barra Mansa
201332,0.0285,0.1326,Barra Mansa
201333,0.4401,2.2488,Barra Mansa
201334,0.2598,2.1478,Barra Mansa
201335,0.091,0.5207,Barra Mansa
201336,1.1936,5.054,Barra Mansa
201337,0.086,0.2417,Barra Mansa
201338,0.3914,2.0336,Barra Mansa
201339,1.052,4.757,Barra Mansa
201340,3.9248,10.6181,Barra Mansa
201341,0.4119,1.6554,Barra Mansa
201342,3.6721,12.4037,Barra Mansa
201343,0.751,4.4478,Barra Mansa
201344,0.6586,2.7064,Barra Mansa
201345,1.2835,4.881,Barra Mansa
201346,0.6594,3.9628,Barra Mansa
201347,5.8813,19.1389,Barra Mansa
201348,4.4606,15.446,Barra Mansa
201349,5.2239,23.1457,Barra Mansa
201350,3.9318,9.6032,Barra Mansa
201351,0.4392,2.5902,Barra Mansa
201352,2.075,8.3429,Barra Mansa
201401,3.8486,18.974,Barra Mansa
201402,0.932,3.9424,Barra Mansa
201403,5.7833,21.997,Barra Mansa
201404,1.2575,4.445,Barra Mansa
201405,0.22,1.4729,Barra Mansa
201406,0.032,0.1427,Barra Mansa
201407,5.5323,37.6703,Barra Mansa
201408,2.4892,9.4515,Barra Mansa
201409,1.4806,6.9604,Barra Mansa
201410,7.0818,35.3951,Barra Mansa
201411,0.3742,2.3544,Barra Mansa
201412,2.5308,15.2124,Barra Mansa
201413,2.391,12.132,Barra Mansa
201414,2.6084,9.0065,Barra Mansa
201415,0.0,0.0,Barra Mansa
201416,1.9865,6.2471,Barra Mansa
201417,3.2978,16.6932,Barra Mansa
201418,0.8236,3.8972,Barra Mansa
201419,1.4328,7.6568,Barra Mansa
201420,0.5597,3.0593,Barra Mansa
201421,0.8149,4.5402,Barra Mansa
201422,1.2772,5.9836,Barra Mansa
201423,0.4154,2.0987,Barra Mansa
201424,1.0396,4.7801,Barra Mansa
201425,1.3578,7.0668,Barra Mansa
201426,0.3069,1.7947,Barra Mansa
201427,0.2638,1.5173,Barra Mansa
201428,3.3736,11.7634,Barra Mansa
201429,0.3972,2.1505,Barra Mansa
201430,0.5445,2.3199,Barra Mansa
201431,0.9206,4.2616,Barra Mansa
201432,0.7065,4.1412,Barra Mansa
201433,0.6879,3.3789,Barra Mansa
201434,0.1142,0.6893,Barra Mansa
201435,0.7551,4.2557,Barra Mansa
201436,1.0701,4.0819,Barra Mansa
201437,0.017,0.0432,Barra Mansa
201438,0.3428,1.7598,Barra Mansa
201439,1.2251,5.9152,Barra Mansa
201440,2.3971,12.8288,Barra Mansa
201441,0.0005,0.0151,Barra Mansa
201442,0.0408,0.2079,Barra Mansa
201443,1.639,8.7094,Barra Mansa
201444,4.2347,18.3343,Barra Mansa
201445,1.8462,9.5947,Barra Mansa
201446,3.3851,9.6181,Barra Mansa
201447,0.6462,3.8151,Barra Mansa
201448,3.406,13.5613,Barra Mansa
201449,3.9124,18.5121,Barra Mansa
201450,1.2375,4.4275,Barra Mansa
201451,1.6319,8.2814,Barra Mansa
201452,2.0594,9.4638,Barra Mansa
201453,2.958,13.0594,Barra Mansa
201501,4.5367,18.3398,Barra Mansa
201502,0.0292,0.0497,Barra Mansa
201503,2.4188,8.8604,Barra Mansa
201504,4.7321,15.2138,Barra Mansa
201505,7.0831,16.732,Barra Mansa
201506,2.1108,9.1459,Barra Mansa
201507,4.2991,17.5781,Barra Mansa
201508,1.5756,4.2024,Barra Mansa
201509,1.7926,7.9638,Barra Mansa
201510,2.7981,9.7084,Barra Mansa
201511,3.0979,11.7583,Barra Mansa
201512,3.1462,14.052,Barra Mansa
201513,4.0986,17.065,Barra Mansa
201514,2.1599,9.1599,Barra Mansa
201515,1.9391,9.7441,Barra Mansa
201516,1.9625,9.4717,Barra Mansa
201517,1.3233,6.1144,Barra Mansa
201518,1.7971,7.4359,Barra Mansa
201519,0.6717,3.5259,Barra Mansa
201520,0.3065,0.7729,Barra Mansa
201521,0.611,3.4081,Barra Mansa
201522,0.6008,2.8117,Barra Mansa
201523,0.1022,0.3388,Barra Mansa
201524,1.703,5.8688,Barra Mansa
201525,1.1095,5.2875,Barra Mansa
201526,0.2829,1.3829,Barra Mansa
201527,0.1872,1.1569,Barra Mansa
201528,0.0338,0.1269,Barra Mansa
201529,0.6646,2.9232,Barra Mansa
201530,0.3718,2.1675,Barra Mansa
201531,0.028,0.0609,Barra Mansa
201532,0.0,0.0,Barra Mansa
201533,0.2416,1.3469,Barra Mansa
201534,0.9048,5.7834,Barra Mansa
201535,0.711,2.8217,Barra Mansa
201536,2.5383,5.9592,Barra Mansa
201537,0.894,5.0804,Barra Mansa
201538,0.1713,1.1959,Barra Mansa
201539,1.0508,4.314,Barra Mansa
201540,0.5218,2.62,Barra Mansa
201541,0.0438,0.2537,Barra Mansa
201542,0.9903,4.0001,Barra Mansa
201543,0.281,0.855,Barra Mansa
201544,3.5876,11.5797,Barra Mansa
201545,0.9706,6.4488,Barra Mansa
201546,3.6035,14.6688,Barra Mansa
201547,2.162,8.9249,Barra Mansa
201548,5.5624,16.7063,Barra Mansa
201549,3.1478,12.3882,Barra Mansa
201550,5.819,32.7378,Barra Mansa
201551,2.4007,12.7859,Barra Mansa
201552,5.7611,24.3107,Barra Mansa
201601,1.5161,8.62,Barra Mansa
201602,9.3935,22.0196,Barra Mansa
201603,2.4043,8.4949,Barra Mansa
201604,3.5258,17.4935,Barra Mansa
201605,0.2325,1.5119,Barra Mansa
201606,4.0394,19.3654,Barra Mansa
201607,5.3668,19.7925,Barra Mansa
201608,5.2197,21.7714,Barra Mansa
201609,4.1209,16.3753,Barra Mansa
201610,4.6948,22.8589,Barra Mansa
201611,3.8671,17.4907,Barra Mansa
201612,4.1247,10.9164,Barra Mansa
201613,2.2914,10.1999,Barra Mansa
201614,0.0438,0.1842,Barra Mansa
201615,0.1592,0.9791,Barra Mansa
201616,0.0246,0.0959,Barra Mansa
201617,0.7531,2.919,Barra Mansa
201618,0.1106,0.7283,Barra Mansa
201619,1.117,4.2206,Barra Mansa
201620,1.3054,5.8278,Barra Mansa
201621,0.1506,1.019,Barra Mansa
201622,2.1956,6.9798,Barra Mansa
201623,3.2845,12.5206,Barra Mansa
201624,0.0414,0.1432,Barra Mansa
201625,0.5832,2.6279,Barra Mansa
201626,0.1329,0.867,Barra Mansa
201627,0.0306,0.1247,Barra Mansa
201628,0.0219,0.0843,Barra Mansa
201629,0.1741,0.6023,Barra Mansa
201630,0.1808,1.3086,Barra Mansa
201631,0.426,2.4427,Barra Mansa
201632,0.2991,1.5406,Barra Mansa
201633,0.5094,2.557,Barra Mansa
201634,0.7079,4.4805,Barra Mansa
201635,1.8046,7.5874,Barra Mansa
201636,0.4526,2.4548,Barra Mansa
201637,0.3866,2.2834,Barra Mansa
201638,1.181,4.6243,Barra Mansa
201639,0.8916,3.173,Barra Mansa
201640,1.8194,5.6034,Barra Mansa
201641,1.7588,4.6469,Barra Mansa
201642,0.6899,3.9305,Barra Mansa
