ESTACAO,week,precipitation_max,precipitation_avg
A620,201227,0.2,0.0571428571428571
A618,201227,0.2,0.0571428571428571
A601,201227,0.0,0.0
A607,201227,0.2,0.1142857142857143
A603,201227,0.2,0.1142857142857143
A608,201227,0.2,0.0285714285714285
A624,201228,4.6,1.6285714285714286
A611,201228,11.4,1.9142857142857144
A610,201228,10.4,3.457142857142857
A601,201228,11.0,1.914285714285714
A603,201228,18.4,3.8857142857142857
A604,201228,0.2,0.0285714285714285
A619,201228,6.2,1.2857142857142858
A608,201228,5.2,0.7714285714285715
A602,201228,6.4,1.6
A652,201228,0.2,0.1714285714285714
A607,201228,0.2,0.0285714285714285
A621,201228,0.2,0.2
A609,201228,4.8,0.7428571428571429
A620,201228,0.4,0.1142857142857143
A606,201228,9.8,1.7714285714285716
A618,201228,12.2,3.3999999999999995
A604,201229,4.0,1.0285714285714287
A607,201229,4.0,1.0285714285714287
A620,201229,5.0,1.0
A603,201229,3.2,0.8285714285714285
A652,201229,0.2,0.0857142857142857
A606,201229,1.2,0.5142857142857142
A619,201229,4.2,1.5714285714285714
A608,201229,12.0,2.1142857142857143
A610,201229,5.8,1.0857142857142856
A624,201229,1.8,0.3142857142857143
A621,201229,0.2,0.0857142857142857
A602,201229,4.0,1.1142857142857143
A611,201229,3.8,0.6
A609,201229,3.6,0.9142857142857144
A618,201229,3.0,0.7714285714285715
A601,201229,1.2,0.3999999999999999
A606,201230,0.2,0.0285714285714285
A621,201230,0.2,0.0571428571428571
A618,201230,1.8,0.4571428571428572
A608,201230,0.2,0.0571428571428571
A604,201230,0.2,0.0285714285714285
A652,201230,0.2,0.0285714285714285
A602,201230,0.2,0.0571428571428571
A607,201230,0.2,0.0857142857142857
A611,201230,0.2,0.0285714285714285
A624,201230,0.2,0.1142857142857143
A609,201230,0.4,0.1142857142857143
A619,201230,1.0,0.1428571428571428
A610,201230,0.0,0.0
A601,201230,0.2,0.0571428571428571
A620,201230,0.2,0.0571428571428571
A603,201230,1.0,0.1714285714285714
A609,201231,0.2,0.0285714285714285
A610,201231,0.2,0.0857142857142857
A603,201231,0.2,0.0571428571428571
A608,201231,2.8,0.4571428571428572
A607,201231,2.6,0.7142857142857143
A624,201231,0.4,0.2
A619,201231,3.2,0.4857142857142857
A618,201231,0.2,0.0285714285714285
A652,201231,0.0,0.0
A611,201231,0.2,0.0285714285714285
A601,201231,1.2,0.2571428571428571
A604,201231,3.8,0.5428571428571428
A602,201231,0.2,0.0857142857142857
A606,201231,0.0,0.0
A620,201231,0.2,0.0571428571428571
A621,201231,0.2,0.0571428571428571
A606,201232,3.6,0.5142857142857143
A610,201232,5.0,1.0285714285714285
A601,201232,5.0,1.1714285714285713
A619,201232,1.0,0.1999999999999999
A624,201232,8.4,2.4285714285714284
A607,201232,2.8,0.5428571428571428
A602,201232,4.8,0.7714285714285714
A604,201232,1.2,0.2285714285714286
A603,201232,12.0,2.0571428571428574
A621,201232,11.4,1.9142857142857144
A608,201232,3.8,0.9142857142857144
A618,201232,15.4,3.457142857142857
A609,201232,0.0,0.0
A620,201232,2.0,0.3714285714285714
A611,201232,1.4,0.3714285714285714
A652,201232,9.0,1.8571428571428568
A608,201233,9.4,2.857142857142857
A606,201233,2.8,0.8857142857142858
A620,201233,6.4,1.8285714285714287
A601,201233,3.8,0.8571428571428571
A621,201233,0.2,0.0285714285714285
A619,201233,0.0,0.0
A602,201233,0.2,0.0857142857142857
A609,201233,1.0,0.2857142857142857
A607,201233,7.6,2.4285714285714284
A624,201233,1.8,0.6
A610,201233,6.0,1.942857142857143
A604,201233,6.0,2.571428571428572
A603,201233,1.0,0.3142857142857143
A652,201233,0.4,0.0857142857142857
A611,201233,2.4,0.4857142857142857
A618,201233,4.8,0.7714285714285714
A609,201234,0.0,0.0
A624,201234,0.4,0.1428571428571428
A608,201234,1.4,0.5428571428571428
A604,201234,3.0,1.1428571428571428
A602,201234,0.2,0.0285714285714285
A619,201234,0.0,0.0
A603,201234,0.2,0.1142857142857143
A606,201234,1.2,0.2857142857142857
A610,201234,0.2,0.1428571428571428
A652,201234,0.0,0.0
A601,201234,0.2,0.0285714285714285
A618,201234,0.8,0.1428571428571428
A607,201234,1.4,0.4857142857142857
A620,201234,3.2,1.2285714285714284
A611,201234,0.2,0.0285714285714285
A621,201234,0.0,0.0
A652,201235,1.0,0.2571428571428572
A618,201235,4.2,1.3142857142857145
A610,201235,6.8,1.2857142857142858
A609,201235,3.0,0.5142857142857143
A624,201235,3.4,1.0857142857142856
A607,201235,4.2,1.0571428571428572
A608,201235,1.2,0.1999999999999999
A606,201235,2.8,0.5142857142857143
A603,201235,6.2,1.1142857142857143
A620,201235,0.2,0.0571428571428571
A619,201235,4.2,0.6285714285714287
A604,201235,6.6,0.9714285714285714
A601,201235,1.4,0.3142857142857142
A602,201235,1.2,0.3142857142857142
A621,201235,1.8,0.3142857142857143
A611,201235,3.8,0.5428571428571428
A620,201236,0.0,0.0
A606,201236,0.2,0.0285714285714285
A621,201236,3.8,0.5428571428571428
A652,201236,5.4,0.7714285714285715
A604,201236,0.0,0.0
A609,201236,0.0,0.0
A601,201236,3.8,0.6285714285714287
A618,201236,7.8,1.1142857142857143
A608,201236,1.2,0.1714285714285714
A610,201236,1.6,0.2285714285714286
A611,201236,0.8,0.1428571428571428
A602,201236,3.4,0.5428571428571429
A619,201236,3.2,0.4571428571428572
A603,201236,3.8,0.6285714285714287
A624,201236,0.4,0.2
A607,201236,0.4,0.1142857142857143
A610,201237,0.4,0.1142857142857143
A601,201237,2.8,0.5714285714285714
A604,201237,0.0,0.0
A603,201237,1.2,0.2857142857142857
A652,201237,1.0,0.2571428571428571
A619,201237,4.0,0.7428571428571429
A620,201237,0.4,0.0571428571428571
A606,201237,1.2,0.3428571428571428
A607,201237,0.6,0.0857142857142857
A621,201237,2.0,0.2857142857142857
A602,201237,1.8,0.2571428571428572
A608,201237,0.8,0.1714285714285714
A624,201237,0.4,0.1714285714285714
A611,201237,0.2,0.0285714285714285
A618,201237,3.4,0.8571428571428571
A609,201237,0.0,0.0
A611,201238,5.4,1.1142857142857143
A652,201238,8.6,1.6857142857142855
A601,201238,4.8,1.0857142857142856
A621,201238,15.0,2.742857142857143
A608,201238,3.4,0.7428571428571429
A610,201238,8.8,2.2857142857142856
A603,201238,9.4,1.5142857142857145
A604,201238,14.0,3.6000000000000005
A620,201238,3.6,0.5714285714285714
A619,201238,2.4,0.5142857142857142
A618,201238,4.4,1.2857142857142858
A609,201238,3.4,1.0
A607,201238,11.2,2.2285714285714286
A606,201238,32.4,4.8
A624,201238,5.6,1.5142857142857142
A602,201238,4.0,0.8571428571428571
A610,201239,10.4,2.085714285714286
A621,201239,6.6,1.7428571428571429
A604,201239,4.4,0.6285714285714287
A611,201239,7.2,1.3714285714285717
A603,201239,15.4,2.3714285714285714
A607,201239,4.0,0.6857142857142857
A624,201239,12.0,1.9428571428571428
A609,201239,4.4,0.6285714285714287
A606,201239,8.0,1.9142857142857144
A602,201239,13.0,2.857142857142857
A619,201239,2.6,0.7999999999999999
A652,201239,9.4,2.571428571428572
A601,201239,11.8,3.1714285714285717
A608,201239,3.4,0.7142857142857143
A620,201239,5.2,1.2
A618,201239,20.4,3.0
A606,201240,0.0,0.0
A610,201240,0.2,0.0285714285714285
A652,201240,0.0,0.0
A624,201240,0.2,0.1428571428571428
A604,201240,0.0,0.0
A620,201240,0.0,0.0
A611,201240,0.0,0.0
A608,201240,0.0,0.0
A619,201240,0.0,0.0
A618,201240,0.0,0.0
A601,201240,0.2,0.0285714285714285
A602,201240,0.0,0.0
A603,201240,0.2,0.0571428571428571
A621,201240,0.0,0.0
A609,201240,0.0,0.0
A607,201240,0.2,0.0285714285714285
A610,201241,13.8,2.542857142857143
A609,201241,5.4,0.9714285714285716
A618,201241,10.2,2.1714285714285717
A606,201241,8.6,1.3714285714285714
A652,201241,8.2,1.9714285714285715
A620,201241,2.0,0.2857142857142857
A621,201241,8.0,2.2857142857142856
A607,201241,1.6,0.2285714285714286
A602,201241,7.0,1.8857142857142857
A611,201241,9.2,3.057142857142857
A608,201241,5.4,1.2
A624,201241,7.8,1.942857142857143
A604,201241,7.0,1.0
A603,201241,13.6,2.742857142857143
A601,201241,6.2,1.542857142857143
A619,201241,3.4,0.9714285714285714
A601,201242,1.4,0.3714285714285714
A602,201242,2.6,0.4285714285714285
A618,201242,3.8,0.6285714285714284
A610,201242,2.0,0.3714285714285714
A624,201242,0.6,0.1428571428571428
A652,201242,0.4,0.0571428571428571
A619,201242,5.2,1.8285714285714287
A621,201242,2.0,0.5428571428571428
A611,201242,1.2,0.1714285714285714
A603,201242,3.2,0.6285714285714287
A604,201242,0.8,0.1142857142857143
A608,201242,2.6,0.4571428571428572
A609,201242,4.6,1.2285714285714284
A607,201242,0.6,0.0857142857142857
A620,201242,0.4,0.0857142857142857
A606,201242,0.2,0.0571428571428571
A618,201243,4.4,0.7428571428571429
A604,201243,0.0,0.0
A624,201243,0.6,0.1428571428571428
A607,201243,0.0,0.0
A611,201243,19.6,4.542857142857143
A601,201243,10.4,3.3428571428571425
A602,201243,16.0,5.285714285714286
A610,201243,17.8,2.914285714285714
A652,201243,13.6,2.2
A621,201243,5.2,1.7428571428571429
A609,201243,6.2,1.7142857142857142
A619,201243,5.0,1.3142857142857145
A603,201243,8.6,2.0
A606,201243,0.2,0.0285714285714285
A608,201243,0.0,0.0
A620,201243,0.0,0.0
A619,201244,1.0,0.2571428571428571
A620,201244,0.2,0.0285714285714285
A606,201244,0.0,0.0
A609,201244,5.0,1.3142857142857145
A607,201244,9.0,1.3714285714285714
A652,201244,0.4,0.0857142857142857
A610,201244,1.0,0.3428571428571428
A618,201244,5.2,1.5714285714285714
A608,201244,0.6,0.1428571428571428
A624,201244,3.4,0.8571428571428571
A602,201244,1.8,0.4285714285714285
A621,201244,0.4,0.1142857142857143
A611,201244,1.4,0.3142857142857142
A604,201244,1.6,0.6285714285714287
A601,201244,0.8,0.2571428571428572
A603,201244,4.2,0.8857142857142858
A611,201245,1.6,0.3714285714285714
A610,201245,5.4,2.3714285714285714
A606,201245,2.6,0.7999999999999999
A621,201245,1.4,0.4857142857142857
A608,201245,3.6,1.2
A607,201245,2.0,0.7714285714285715
A601,201245,3.4,0.7999999999999999
A609,201245,4.2,1.2857142857142858
A604,201245,3.8,1.5142857142857142
A652,201245,2.0,0.3142857142857143
A619,201245,6.4,2.1142857142857143
A602,201245,1.8,0.3142857142857143
A603,201245,2.0,0.6857142857142857
A620,201245,0.6,0.1999999999999999
A618,201245,17.0,6.142857142857143
A624,201245,6.4,1.7142857142857142
A621,201246,3.4,1.1714285714285717
A602,201246,8.2,1.7142857142857142
A624,201246,14.0,3.8857142857142857
A610,201246,8.0,2.571428571428572
A652,201246,5.0,2.2857142857142856
A601,201246,10.2,2.457142857142857
A620,201246,9.0,2.2857142857142856
A609,201246,26.0,7.399999999999999
A603,201246,11.2,3.8
A619,201246,3.2,1.2285714285714284
A607,201246,25.6,5.542857142857144
A608,201246,0.0,0.0
A618,201246,24.0,6.6571428571428575
A611,201246,14.8,4.714285714285714
A604,201246,14.8,4.028571428571429
A606,201246,7.4,1.7428571428571429
A601,201247,3.8,1.0857142857142856
A620,201247,4.2,0.942857142857143
A618,201247,17.4,2.8285714285714283
A603,201247,4.8,0.8285714285714285
A652,201247,0.6,0.1428571428571428
A609,201247,5.8,1.0
A604,201247,14.0,2.0
A602,201247,1.6,0.3428571428571428
A624,201247,2.8,0.8285714285714286
A621,201247,2.6,0.6
A606,201247,1.0,0.2571428571428572
A619,201247,6.4,1.0
A611,201247,33.0,5.428571428571429
A607,201247,17.4,2.7142857142857144
A610,201247,4.8,1.1142857142857143
A624,201248,8.0,2.542857142857143
A611,201248,34.0,5.628571428571428
A602,201248,11.2,2.2857142857142856
A604,201248,15.8,4.685714285714285
A652,201248,5.6,1.6857142857142855
A601,201248,5.2,1.3142857142857145
A619,201248,8.2,1.5714285714285714
A609,201248,17.2,4.0
A606,201248,17.6,6.257142857142858
A618,201248,6.6,2.942857142857143
A610,201248,10.4,2.8000000000000003
A621,201248,4.6,1.657142857142857
A607,201248,3.8,0.8857142857142856
A620,201248,19.0,4.914285714285714
A603,201248,26.8,5.4
A607,201249,7.6,1.0857142857142856
A603,201249,12.6,1.857142857142857
A618,201249,62.0,13.171428571428573
A619,201249,9.8,1.5714285714285714
A652,201249,0.0,0.0
A606,201249,0.0,0.0
A609,201249,4.0,1.1142857142857143
A604,201249,0.0,0.0
A624,201249,25.0,6.4
A602,201249,0.0,0.0
A621,201249,3.2,0.4571428571428572
A611,201249,1.6,0.2285714285714286
A620,201249,0.0,0.0
A601,201249,0.6,0.1428571428571428
A610,201249,5.8,1.9142857142857144
A620,201250,0.0,0.0
A621,201250,10.6,2.8000000000000003
A611,201250,24.2,8.657142857142857
A618,201250,9.8,3.742857142857143
A608,201250,10.8,4.266666666666667
A624,201250,12.4,3.142857142857143
A603,201250,9.4,2.857142857142857
A652,201250,10.4,2.3714285714285714
A604,201250,6.6,1.7714285714285716
A610,201250,14.0,4.914285714285714
