Actual,Predicted
22.0,-32.88693700347674
25.0,-27.052272094709142
17.0,-30.640666005499416
7.0,-39.93063072540421
10.0,-54.56811455199338
3.0,-74.91662210088539
6.0,-69.47808515401722
5.0,-81.58337359178675
2.0,-98.22758268859498
3.0,-116.93420256091862
1.0,-115.00343512317428
3.0,-106.49530787858423
5.0,-118.50830207590435
6.0,-117.37667849772143
0.0,-97.86798264304218
4.0,-107.37417074979416
3.0,-108.33178198300921
1.0,-119.8597483052714
4.0,-98.11318346328953
2.0,-98.78367028227102
3.0,-93.04062763265003
5.0,-81.45614685156892
4.0,-64.85299278630102
4.0,-60.67162542445724
3.0,-72.71472319230884
2.0,-83.61321203159574
1.0,-74.24327138863923
0.0,-70.19632815838929
3.0,-71.14154615472863
3.0,-42.516974287177895
1.0,-68.63097356724002
0.0,-62.173974251954746
3.0,0.36642849874430566
2.0,-0.8595262989719397
3.0,-5.749294367487317
2.0,-9.475152927476431
4.0,1.1128938684845173
3.0,6.1119375172289025
1.0,0.7498021228215316
2.0,-0.5430046471372758
4.0,-1.9754389324419
4.0,4.180056461966002
4.0,14.737348218296475
0.0,-3.623947866235966
0.0,9.687622832536647
3.0,23.92063782376909
2.0,12.538347260649724
3.0,-3.7345983883626506
2.0,4.198477337593604
0.0,-3.149306845805309
1.0,-11.482180982772473
3.0,-42.394522385268374
1.0,-53.75084448922173
4.0,-26.58161565686663
3.0,-46.06222513293603
1.0,-79.15211703263292
0.0,-70.568040465054
1.0,-86.9572474147571
1.0,-113.22177236282138
2.0,-108.55322180939307
1.0,-106.02085879411808
0.0,-128.09715334777258
1.0,-112.86895398988953
3.0,-133.65670461961983
0.0,-152.13715108900303
0.0,-146.6422339295178
0.0,-149.7924225614545
0.0,-160.17728305427931
0.0,-121.97212844201003
0.0,-140.458996895518
0.0,-123.4962768667704
0.0,-111.93921178119805
0.0,-109.04484148644322
0.0,-106.6221253565189
1.0,-102.81665780022487
0.0,-100.56584981736432
0.0,-99.90504632498285
1.0,-92.38895706606284
0.0,-86.3199859131677
3.0,-77.881746185747
0.0,-71.72077658281563
0.0,-78.25990251738752
0.0,-59.02262675399242
4.0,-74.12161776209017
0.0,-43.29867060412658
0.0,-46.398201565624035
0.0,-61.2648094813553
0.0,-66.23008686265455
0.0,-69.13778945850174
1.0,-52.263562267278616
1.0,-51.47538385545863
0.0,-45.13036264731513
0.0,-51.98234417217172
1.0,-42.727121482314374
1.0,-43.61692926626335
1.0,-49.67553814149069
1.0,-67.50273238392914
2.0,-62.314968897153
0.0,-68.48348564406226
2.0,-57.386711827488924
1.0,-60.435121854011804
1.0,-60.95392930093636
2.0,-74.96189177268711
3.0,-67.8588955944182
6.0,-77.69524186121959
1.0,-70.15370819099799
2.0,-73.06387420613991
2.0,-88.94487002883255
1.0,-94.53408646300953
2.0,-115.61383046867323
1.0,-117.54568334095552
2.0,-117.93608362614573
4.0,-142.61632751747467
2.0,-152.26017972221211
4.0,-153.88269848257747
5.0,-139.34648013155737
1.0,-148.1709413860194
2.0,-152.6521214634225
3.0,-132.93269761093083
2.0,-130.2914884814375
1.0,-130.06434068326303
3.0,-146.76500588627752
2.0,-128.81206026680474
5.0,-132.15147866431218
5.0,-123.62836340011326
7.0,-124.5112597714111
1.0,-110.47431251337308
1.0,-109.52586998355851
1.0,-123.46030588654948
1.0,-132.89002465411818
3.0,-127.50595448206391
3.0,-122.54786497974118
4.0,-118.71503601961672
0.0,-107.63160107306162
0.0,-127.25094603548386
0.0,-118.98491880777189
1.0,-57.9716127481089
6.0,-56.1786874843065
0.0,-58.76231307836708
2.0,-71.34596917934093
3.0,-56.72701288872993
1.0,-59.727952822398606
2.0,-54.03391229185775
2.0,-60.13994966550643
5.0,-71.53728562672455
3.0,-65.30447008692613
7.0,-52.494460241649186
9.0,-73.07358329724126
9.0,-53.2441655624568
11.0,-47.69261343566326
6.0,-55.34723851659474
16.0,-66.0240699797996
20.0,-60.13887680560292
24.0,-66.6248826608904
52.0,-67.61629868071734
18.0,-92.86916885454337
27.0,-98.35574948794903
44.0,-74.06106827302266
60.00000000000001,-86.04125013523986
27.0,-111.26268914818385
21.0,-99.19138075186387
15.000000000000002,-115.21432110120026
20.0,-140.19189596048048
15.000000000000002,-126.49381454495746
13.0,-122.62629293452217
6.0,-141.65436179926465
0.0,-126.21448819588424
1.0,-148.1990649027122
4.0,-152.16974680067588
6.0,-149.68146722721286
8.0,-154.3235426658045
3.0,-160.85495165927986
5.0,-132.81760243027708
9.0,-147.14556704396486
4.0,-124.93770545862441
10.0,-125.38840889091571
8.0,-123.98396386595677
12.0,-130.60437398619314
3.0,-126.54901411067455
12.0,-136.91165600861078
13.0,-135.56518229174023
3.0,-132.30830943567906
1.0,-131.94699596554108
7.0,-112.91151812369272
13.0,-115.990294701792
13.0,-126.39941778303965
4.0,-100.18938120713675
5.0,-103.03153506464744
0.0,6.782316663056053
0.0,-6.008077594663212
0.0,-14.768720377533533
0.0,-19.51700887598311
0.0,-15.020987455859926
0.0,3.231467437322884
0.0,0.41895267596238883
0.0,11.983306632127526
0.0,-1.2017529651551395
0.0,17.002961804814078
0.0,3.3842042048625376
0.0,6.091207024879137
0.0,-12.3242747412771
0.0,-7.07497514454631
0.0,-13.800686559694967
0.0,-10.800280983649095
0.0,-9.247798980137523
0.0,-9.388954130320148
0.0,-21.938076859171506
0.0,-26.247203350875672
0.0,-22.28788687078912
0.0,-23.375934940013483
0.0,-15.34640871927963
0.0,-44.57114333866244
0.0,-55.65329317035823
0.0,-68.42311936194109
0.0,-75.86458653246177
0.0,-71.29534672338715
0.0,-90.62042905692043
0.0,-109.4476458183379
0.0,-111.20111056559782
0.0,-91.97627940505062
0.0,-109.38772491515417
0.0,-115.38953996707838
0.0,-96.91064016026911
0.0,-100.02938326259543
0.0,-103.59654538297335
0.0,-119.14454424757326
0.0,-99.40986274645756
0.0,-100.36579675679724
0.0,-85.31520003061054
0.0,-84.00249631018009
0.0,-79.01178364787495
0.0,-70.37821844041966
0.0,-82.51858111415699
0.0,-86.93565258440943
0.0,-87.47437390693557
0.0,-74.74864330498283
0.0,-67.45701040508854
0.0,-57.567329759475264
0.0,-74.66980999861401
0.0,-64.06684869498274
0.0,-8.397583831893972
0.0,-0.9390531189245096
0.0,-10.58964210766929
0.0,-28.461312161791355
0.0,-17.46684372891558
0.0,-7.693594958310027
0.0,-8.127703499260816
0.0,-11.59210205768328
0.0,-24.091443606261578
0.0,-16.495186838465102
0.0,-8.914197383732846
0.0,-25.624599598518337
0.0,-15.194325936844065
0.0,0.7603679968962264
0.0,-17.35582155038384
0.0,-33.946020507707125
0.0,-20.902293866850545
0.0,-30.148161798407745
0.0,-27.602378964581707
1.0,-57.15982549219406
0.0,-53.28620999099934
0.0,-45.9965651983588
0.0,-51.26986526050117
0.0,-90.08952586047266
0.0,-65.49482680256399
0.0,-95.72255162840385
0.0,-113.25159322431945
0.0,-100.87290654166014
0.0,-101.21104352437943
0.0,-125.06857341165205
0.0,-109.75719974855228
0.0,-144.2011230899836
0.0,-153.2773501722814
0.0,-140.02922837765968
0.0,-146.59979126952808
0.0,-169.45953546937065
0.0,-134.08986648622215
0.0,-147.86263987522074
0.0,-132.86711727686452
0.0,-125.08766072635571
0.0,-125.14632001602416
0.0,-134.61524989600454
0.0,-112.53523519401259
0.0,-125.06695177200669
0.0,-113.95742233462587
0.0,-109.40017374131871
0.0,-102.451914759878
0.0,-82.2625044771088
0.0,-86.62115628745397
0.0,-93.84998387823416
0.0,-69.13023539285251
0.0,-68.1924521052085
0.0,16.498832678153505
0.0,3.517771994491758
0.0,-3.2784879156354814
0.0,-2.8125489805719948
0.0,-8.83367524223266
0.0,8.116796557092696
0.0,17.634836804954073
1.0,9.76025532787147
1.0,11.808685115845964
2.0,20.44600874889478
1.0,14.369477025222219
1.0,15.853158046682527
1.0,5.265726271047496
0.0,10.674135699159594
0.0,1.6859928153710093
1.0,5.430707103075626
0.0,7.291212702550918
0.0,-0.6547848085637258
0.0,-16.216277628006512
0.0,-18.401673411468003
0.0,-8.226212849742218
0.0,-15.98442107901699
1.0,-16.21802696738995
0.0,-37.009745307274535
0.0,-44.621705575539906
1.0,-63.12420285766286
0.0,-74.45304321307005
0.0,-77.54265760231168
0.0,-91.745358006154
0.0,-105.04527785289791
0.0,-115.73338202039764
0.0,-107.50440711012078
0.0,-120.9186989921883
0.0,-116.82757183916908
0.0,-101.93156324187777
0.0,-104.02402421127161
2.0,-97.04025668571755
0.0,-109.40639867058327
2.0,-89.58302993777019
0.0,-85.77968484152363
0.0,-63.037613323937336
