date,week,cases,population,tempe_min,humidity_max,humidity_avg,humidity_min,temp_avg,temp_max,geocode,vim,vim_monthly,precipitation_avg_ordinary_krigging,precipitation_max_ordinary_krigging,precipitation_avg_regression_krigging,precipitation_max_regression_krigging,case_increase,is_outbreak,outbreak_label
2012-12-16,201251,5,207044.0,24.15,84.85091400000002,65.4617605142857,48.50819342857144,26.575994714285702,30.8,3300100,0.8579041207606763,0.8564000000000002,2.3464,10.275,1.1009,3.5918,1.0,0,0
2012-12-23,201252,9,207044.0,23.3,88.65143742857143,70.83018157142858,57.09427854285714,25.86420665714284,29.657142857142862,3300100,0.8599978901705339,0.8564000000000002,0.9637,5.0625,0.1129,1.0786,4.0,0,0
2012-12-30,201301,31,207044.0,22.45,87.68095238095239,74.63627693333335,64.07142857142856,21.562952638095243,24.06190476190476,3300100,0.8627,0.8564000000000002,3.7389,13.7234,2.602,10.2878,22.0,0,1
2013-01-06,201302,72,207044.0,21.6,86.2,73.09123,52.2,24.298889,28.6,3300100,0.8647472000960259,0.8654999999999999,2.6549,9.898,2.3754,9.902,41.0,1,1
2013-01-13,201303,49,207044.0,21.2857142857143,97.4285714285714,79.3113548571429,56.2857142857143,25.5077968571429,29.5714285714286,3300100,0.8666945476409387,0.8654999999999999,5.7267,21.5101,5.0222,20.0379,-23.0,0,1
2013-01-20,201304,110,207044.0,21.8571428571429,97.4285714285714,69.8042132857143,48.8571428571429,26.8000001428571,31.0,3300100,0.8684305962170583,0.8654999999999999,3.6834,13.3283,3.4237,13.0838,61.0,1,1
2013-01-27,201305,111,207044.0,21.8571428571429,100.0,82.1455797142857,64.2857142857143,25.8730158571429,29.4285714285714,3300100,0.8699093890713605,0.8654999999999999,3.4568,1.7894,2.6246,1.7137,1.0,0,1
2013-02-03,201306,177,207044.0,21.8571428571429,100.0,83.8674214285714,64.4285714285714,25.2109244285714,29.0,3300100,0.8712684499383099,0.8721333333333333,3.8667,11.7636,3.3167,9.6957,66.0,1,1
2013-02-10,201307,270,207044.0,22.7142857142857,95.8571428571429,72.4401062857143,46.0,27.871646,33.8571428571429,3300100,0.8724485406125099,0.8721333333333333,0.1571,0.5429,0.0,0.0,93.0,1,1
2013-02-17,201308,472,207044.0,22.8571428571429,94.1428571428571,63.1268321428571,42.5714285714286,28.9672621428571,33.1428571428571,3300100,0.8733531684646717,0.8721333333333333,0.4306,1.9857,0.0,0.0796,202.0,1,1
2013-02-24,201309,623,207044.0,22.7142857142857,95.8571428571429,77.2188477142857,55.7142857142857,26.4391308571429,30.4285714285714,3300100,0.8742380916621956,0.8721333333333333,3.2204,10.9625,2.6029,8.9826,151.0,1,1
2013-03-03,201310,737,207044.0,23.0,97.5714285714286,65.853437,38.4285714285714,29.2423024285714,34.2857142857143,3300100,0.8750146677830746,0.8753666666666667,4.5045,18.9897,4.1052,18.41,114.0,1,1
2013-03-10,201311,800,207044.0,23.8571428571429,94.1428571428571,70.772388,49.1428571428571,28.3791128571429,32.5714285714286,3300100,0.875567273772606,0.8753666666666667,3.7498,15.3722,3.6123,15.1506,63.0,1,1
2013-03-17,201312,918,207044.0,20.7142857142857,100.0,83.2863951428571,60.5714285714286,23.882483,26.7142857142857,3300100,0.8759320789082005,0.8753666666666667,5.2089,20.0312,4.145,16.4912,118.0,1,1
2013-03-24,201313,716,207044.0,22.1428571428571,91.0,73.85983,58.4285714285714,25.5876261428571,28.2857142857143,3300100,0.8760978920185808,0.8753666666666667,3.4205,11.55,3.1276,11.733,-202.0,0,1
2013-03-31,201314,612,207044.0,20.2857142857143,97.4285714285714,76.6400631428571,56.0,24.9008701428571,28.5714285714286,3300100,0.8760902272223857,0.8753666666666667,2.5207,12.3094,2.6013,12.9567,-104.0,0,1
2013-04-07,201315,709,207044.0,20.1428571428571,87.4285714285714,73.5221428571429,58.8571428571429,23.5130702857143,26.5714285714286,3300100,0.8759563233351663,0.8757999999999999,1.795,8.0429,1.7166,7.9763,97.0,1,1
2013-04-14,201316,537,207044.0,15.2857142857143,89.7142857142857,68.1318684285714,50.5714285714286,20.725275,24.7142857142857,3300100,0.8757152229574432,0.8757999999999999,0.8844,4.7219,0.5297,2.4955,-172.0,0,1
2013-04-21,201317,286,207044.0,14.0,93.1428571428571,63.929012,44.4285714285714,20.4885354285714,24.8571428571429,3300100,0.8752195971250952,0.8757999999999999,0.3933,1.4821,0.3658,1.4329,-251.0,0,1
